RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,PAR 5 BIRDIES OR BETTER,PAR 5 HOLES
72,T66,Chris Kirk,44,44.59,66,148
73,42,Retief Goosen,28,44.32,39,88
T74,89,Tom Hoge,43,44.29,62,140
T74,T62,Si Woo Kim,40,44.29,62,140
T74,92,Patrick Rodgers,41,44.29,62,140
77,93,Shawn Stefani,30,44.23,46,104
78,81,Charles Howell III,40,44.20,61,138
79,T96,Xinjun Zhang,37,43.44,53,122
80,T102,Keegan Bradley,32,43.40,46,106
T81,79,Fabián Gómez,36,43.33,52,120
T81,68,Zach Johnson,28,43.33,39,90
T81,T102,Cameron Tringale,35,43.33,52,120
T84,106,Branden Grace,28,43.27,45,104
T84,105,Emiliano Grillo,32,43.27,45,104
86,107,Dominic Bozzelli,24,43.24,32,74
87,109,Stewart Cink,35,43.10,50,116
88,108,Bubba Watson,27,43.02,37,86
T89,T85,Jason Dufner,26,42.86,36,84
T89,101,Billy Horschel,22,42.86,33,77
T89,T110,HaoTong Li,16,42.86,24,56
92,83,Martin Piller,37,42.74,53,124
93,112,Joel Dahmen,35,42.73,47,110
T94,T74,Blayne Barber,27,42.68,35,82
T94,113,Matt Jones,24,42.68,35,82
96,T85,Brian Gay,38,42.62,52,122
97,72,Padraig Harrington,17,42.59,23,54
98,88,Alex Cejka,29,42.57,43,101
99,82,Matt Kuchar,28,42.55,40,94
T100,T110,Tom Lovelady,35,42.50,51,120
T100,132,Adam Scott,23,42.50,34,80
T100,99,Hudson Swafford,36,42.50,51,120
103,117,Rob Oppenheim,32,42.45,45,106
104,114,Tyler Duncan,36,42.24,49,116
T105,121,Rickie Fowler,20,42.19,27,64
T105,T102,Richy Werenski,37,42.19,54,128
T107,90,Smylie Kaufman,30,42.16,43,102
T107,122,Brett Stegmaier,29,42.16,43,102
109,123,Jonathan Byrd,23,42.11,32,76
110,124,Cameron Percy,14,42.00,21,50
111,94,Greg Chalmers,34,41.82,46,110
112,133,Patrick Reed,34,41.80,51,122
T113,T152,Abraham Ancer,38,41.54,54,130
T113,T96,Ben Martin,40,41.54,54,130
115,98,Talor Gooch,41,41.30,57,138
116,T134,Sean O'Hair,26,41.11,37,90
T117,119,"Ted Potter, Jr.",33,41.07,46,112
T117,69,Ian Poulter,16,41.07,23,56
119,120,Harold Varner III,39,40.91,54,132
120,128,Corey Conners,43,40.85,58,142
121,130,Peter Uihlein,32,40.74,44,108
122,100,Charley Hoffman,26,40.70,35,86
T123,95,Ryan Moore,24,40.54,30,74
T123,131,Nick Taylor,41,40.54,60,148
125,T137,Wesley Bryan,30,40.38,42,104
126,141,Hideki Matsuyama,17,40.30,27,67
127,136,Beau Hossler,42,40.28,58,144
T128,T142,Conrad Shindler,24,40.24,33,82
T128,T142,Johnson Wagner,23,40.24,33,82
130,144,Jim Herman,25,40.23,35,87
131,T85,J.B. Holmes,27,40.22,37,92
132,154,Nicholas Lindheim,29,40.21,39,97
T133,T115,Sangmoon Bae,29,40.20,41,102
T133,T115,Danny Lee,29,40.20,41,102
T135,127,Jamie Lovemark,36,40.00,48,120
T135,T146,Thomas Pieters,24,40.00,32,80
T135,126,Chez Reavie,46,40.00,64,160
138,149,Chris Stroud,38,39.84,51,128
139,150,Anirban Lahiri,30,39.80,39,98
140,118,Sung Kang,38,39.55,53,134
141,T165,Aaron Baddeley,36,39.34,48,122
T142,155,Matt Every,39,39.06,50,128
T142,156,Brian Stuard,40,39.06,50,128
T144,T146,Bud Cauley,33,38.98,46,118
T144,163,Robert Garrigus,33,38.98,46,118
146,158,Ryan Blaum,34,38.74,43,111
147,T152,C.T. Pan,37,38.52,47,122
148,T139,Adam Schenk,40,38.46,50,130
149,161,Jonas Blixt,31,38.39,43,112
150,145,Troy Merritt,37,38.33,46,120
151,162,Russell Henley,28,38.30,36,94
T152,167,Grayson Murray,36,38.24,52,136
T152,151,Sam Ryder,30,38.24,39,102
154,159,Derek Fathauer,40,38.06,51,134
155,T134,Colt Knost,24,37.80,31,82
156,125,Graeme McDowell,27,37.78,34,90
157,157,William McGirt,32,37.76,37,98
158,T165,Andrew Putnam,33,37.72,43,114
159,T139,Martin Flores,39,37.69,49,130
160,160,Jonathan Randolph,31,37.37,37,99
161,168,Ethan Tracy,28,37.23,35,94
162,169,Mackenzie Hughes,24,37.18,29,78
163,172,Francesco Molinari,18,37.10,23,62
164,T146,David Lingmerth,25,37.04,30,81
T165,T174,Jon Curran,17,36.54,19,52
T165,T174,Hunter Mahan,29,36.54,38,104
T167,176,K.J. Choi,22,36.49,27,74
T167,T170,Adam Hadwin,40,36.49,54,148
T169,129,Ernie Els,16,36.36,20,55
T169,177,Cody Gribble,31,36.36,40,110
171,173,Peter Malnati,37,36.29,45,124
T172,T182,Brandt Snedeker,25,36.05,31,86
T172,178,Steve Wheatcroft,24,36.05,31,86
T174,T189,Billy Hurley III,29,35.71,35,98
T174,T170,Camilo Villegas,41,35.71,50,140
176,179,Whee Kim,37,35.38,46,130
177,164,Scott Brown,45,35.33,53,150
178,181,Gavin Kyle Green,16,35.00,21,60
179,999,Tiger Woods,14,34.78,16,46
180,184,Zecheng Dou,26,34.41,32,93
181,T182,Kyle Thompson,20,34.29,24,70
182,T137,Luke Donald,21,33.82,23,68
T183,T186,David Hearn,22,33.75,27,80
T183,T186,Denny McCarthy,23,33.75,27,80
185,188,Nate Lashley,27,33.72,29,86
186,T189,J.T. Poston,25,33.33,30,90
187,T189,J.J. Henry,28,32.98,31,94
188,193,Zac Blair,24,32.95,29,88
189,194,Morgan Hoffmann,23,32.88,24,73
190,202,Nick Watney,32,32.41,35,108
191,T195,Rod Pampling,25,32.29,31,96
192,192,Chad Campbell,39,32.09,43,134
193,197,Matt Atkins,22,32.05,25,78
194,198,Ken Duke,15,32.00,16,50
T195,185,Shane Lowry,20,31.82,21,66
T195,199,Charl Schwartzel,24,31.82,28,88
197,200,Rick Lamb,16,31.67,19,60
198,T195,Kelly Kraft,41,31.62,43,136
199,201,Andrew Landry,29,31.58,30,95
200,203,Roberto Díaz,33,31.37,32,102
201,204,Robert Streb,29,30.00,30,100
202,208,D.A. Points,31,29.81,31,104
203,206,Andrew Yun,20,28.57,20,70
204,207,Ben Crane,25,28.41,25,88
205,205,Geoff Ogilvy,19,26.56,17,64
