"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"G","Sung Kang",6800,"Golf@Golf 03/08/2018 05:00AM ET",55.3,"Golf"
"G","Robert Garrigus",6800,"Golf@Golf 03/08/2018 05:00AM ET",51.167,"Golf"
"G","Seamus Power",6800,"Golf@Golf 03/08/2018 05:00AM ET",47.65,"Golf"
"G","Ryan Armour",6800,"Golf@Golf 03/08/2018 05:00AM ET",61.292,"Golf"
"G","Michael Kim",6800,"Golf@Golf 03/08/2018 05:00AM ET",44.45,"Golf"
"G","Blayne Barber",6800,"Golf@Golf 03/08/2018 05:00AM ET",52.857,"Golf"
"G","Peter Malnati",6800,"Golf@Golf 03/08/2018 05:00AM ET",46.5,"Golf"
"G","Fabian Gomez",6800,"Golf@Golf 03/08/2018 05:00AM ET",42.727,"Golf"
"G","Bob Estes",6800,"Golf@Golf 03/08/2018 05:00AM ET",19,"Golf"
"G","Matt Every",6800,"Golf@Golf 03/08/2018 05:00AM ET",40.833,"Golf"
"G","Chris Couch",6800,"Golf@Golf 03/08/2018 05:00AM ET",0,"Golf"
"G","Vaughn Taylor",6700,"Golf@Golf 03/08/2018 05:00AM ET",62.364,"Golf"
"G","Tom Hoge",6700,"Golf@Golf 03/08/2018 05:00AM ET",61.458,"Golf"
"G","Martin Flores",6700,"Golf@Golf 03/08/2018 05:00AM ET",56.5,"Golf"
"G","Brian Stuard",6700,"Golf@Golf 03/08/2018 05:00AM ET",59.318,"Golf"
"G","Kevin Tway",6700,"Golf@Golf 03/08/2018 05:00AM ET",53.15,"Golf"
"G","Troy Merritt",6700,"Golf@Golf 03/08/2018 05:00AM ET",49.909,"Golf"
"G","Robert Streb",6700,"Golf@Golf 03/08/2018 05:00AM ET",36,"Golf"
"G","Brice Garnett",6700,"Golf@Golf 03/08/2018 05:00AM ET",52.773,"Golf"
"G","Geoff Ogilvy",6700,"Golf@Golf 03/08/2018 05:00AM ET",35.667,"Golf"
"G","Billy Hurley",6700,"Golf@Golf 03/08/2018 05:00AM ET",33.909,"Golf"
"G","Greg Chalmers",6700,"Golf@Golf 03/08/2018 05:00AM ET",43.958,"Golf"
"G","Ernie Els",6700,"Golf@Golf 03/08/2018 05:00AM ET",38.667,"Golf"
"G","D.A. Points",6700,"Golf@Golf 03/08/2018 05:00AM ET",36.65,"Golf"
"G","Tyler Strafaci",6700,"Golf@Golf 03/08/2018 05:00AM ET",0,"Golf"
"G","Alex Cejka",6600,"Golf@Golf 03/08/2018 05:00AM ET",51.056,"Golf"
"G","Mackenzie Hughes",6600,"Golf@Golf 03/08/2018 05:00AM ET",34.5,"Golf"
"G","Nicholas Lindheim",6600,"Golf@Golf 03/08/2018 05:00AM ET",45.1,"Golf"
"G","Tyler Duncan",6600,"Golf@Golf 03/08/2018 05:00AM ET",45.625,"Golf"
"G","Whee Kim",6600,"Golf@Golf 03/08/2018 05:00AM ET",53.136,"Golf"
"G","Stephan Jaeger",6600,"Golf@Golf 03/08/2018 05:00AM ET",47.591,"Golf"
"G","J.J. Henry",6600,"Golf@Golf 03/08/2018 05:00AM ET",36.333,"Golf"
"G","Xin-Jun Zhang",6600,"Golf@Golf 03/08/2018 05:00AM ET",53.091,"Golf"
"G","Davis Love",6600,"Golf@Golf 03/08/2018 05:00AM ET",44.333,"Golf"
"G","Dylan Meyer",6600,"Golf@Golf 03/08/2018 05:00AM ET",0,"Golf"
"G","Smylie Kaufman",6600,"Golf@Golf 03/08/2018 05:00AM ET",34.773,"Golf"
"G","Dou Zecheng",6600,"Golf@Golf 03/08/2018 05:00AM ET",31.5,"Golf"
"G","Rod Perry",6600,"Golf@Golf 03/08/2018 05:00AM ET",0,"Golf"
