Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
G,Dustin Johnson (12217125),Dustin Johnson,12217125,G,11400,THE PLAYERS Championship,Golf,94.75
G,Justin Thomas (12217126),Justin Thomas,12217126,G,11100,THE PLAYERS Championship,Golf,98.44
G,Rory McIlroy (12217127),Rory McIlroy,12217127,G,10800,THE PLAYERS Championship,Golf,93.75
G,Tiger Woods (12217128),Tiger Woods,12217128,G,10500,THE PLAYERS Championship,Golf,82.38
G,Justin Rose (12217129),Justin Rose,12217129,G,10200,THE PLAYERS Championship,Golf,88.25
G,Brooks Koepka (12217130),Brooks Koepka,12217130,G,10000,THE PLAYERS Championship,Golf,75.38
G,Rickie Fowler (12217131),Rickie Fowler,12217131,G,9700,THE PLAYERS Championship,Golf,96.06
G,Jon Rahm (12217132),Jon Rahm,12217132,G,9500,THE PLAYERS Championship,Golf,92.62
G,Bryson DeChambeau (12217133),Bryson DeChambeau,12217133,G,9300,THE PLAYERS Championship,Golf,98.06
G,Jason Day (12217134),Jason Day,12217134,G,9200,THE PLAYERS Championship,Golf,80.14
G,Sergio Garcia (12217135),Sergio Garcia,12217135,G,9100,THE PLAYERS Championship,Golf,79.75
G,Xander Schauffele (12217136),Xander Schauffele,12217136,G,9000,THE PLAYERS Championship,Golf,95.22
G,Jordan Spieth (12217137),Jordan Spieth,12217137,G,8900,THE PLAYERS Championship,Golf,58.64
G,Tommy Fleetwood (12217138),Tommy Fleetwood,12217138,G,8800,THE PLAYERS Championship,Golf,77.56
G,Patrick Cantlay (12217139),Patrick Cantlay,12217139,G,8700,THE PLAYERS Championship,Golf,88.56
G,Francesco Molinari (12217140),Francesco Molinari,12217140,G,8600,THE PLAYERS Championship,Golf,75.25
G,Webb Simpson (12217141),Webb Simpson,12217141,G,8500,THE PLAYERS Championship,Golf,83.08
G,Tony Finau (12217142),Tony Finau,12217142,G,8400,THE PLAYERS Championship,Golf,82.28
G,Hideki Matsuyama (12217143),Hideki Matsuyama,12217143,G,8300,THE PLAYERS Championship,Golf,76.17
G,Adam Scott (12217144),Adam Scott,12217144,G,8200,THE PLAYERS Championship,Golf,67.21
G,Patrick Reed (12217145),Patrick Reed,12217145,G,8100,THE PLAYERS Championship,Golf,76.65
G,Matt Kuchar (12217146),Matt Kuchar,12217146,G,8000,THE PLAYERS Championship,Golf,92.44
G,Phil Mickelson (12217147),Phil Mickelson,12217147,G,7900,THE PLAYERS Championship,Golf,79.57
G,Paul Casey (12217148),Paul Casey,12217148,G,7900,THE PLAYERS Championship,Golf,83.25
G,Louis Oosthuizen (12217149),Louis Oosthuizen,12217149,G,7800,THE PLAYERS Championship,Golf,78.25
G,Henrik Stenson (12217150),Henrik Stenson,12217150,G,7800,THE PLAYERS Championship,Golf,51.17
G,Si Woo Kim (12217151),Si Woo Kim,12217151,G,7700,THE PLAYERS Championship,Golf,73.68
G,Cameron Champ (12217152),Cameron Champ,12217152,G,7700,THE PLAYERS Championship,Golf,74.88
G,Ian Poulter (12217153),Ian Poulter,12217153,G,7600,THE PLAYERS Championship,Golf,85.61
G,Cameron Smith (12217154),Cameron Smith,12217154,G,7600,THE PLAYERS Championship,Golf,80.4
G,Marc Leishman (12217155),Marc Leishman,12217155,G,7600,THE PLAYERS Championship,Golf,94.94
G,Alexander Noren (12217156),Alexander Noren,12217156,G,7500,THE PLAYERS Championship,Golf,59
G,Gary Woodland (12217157),Gary Woodland,12217157,G,7500,THE PLAYERS Championship,Golf,93.18
G,Charl Schwartzel (12217158),Charl Schwartzel,12217158,G,7500,THE PLAYERS Championship,Golf,51.17
G,Billy Horschel (12217159),Billy Horschel,12217159,G,7400,THE PLAYERS Championship,Golf,70.5
G,Branden Grace (12217160),Branden Grace,12217160,G,7400,THE PLAYERS Championship,Golf,67.82
G,Rafael Cabrera-Bello (12217161),Rafael Cabrera-Bello,12217161,G,7400,THE PLAYERS Championship,Golf,80.9
G,Keegan Bradley (12217162),Keegan Bradley,12217162,G,7400,THE PLAYERS Championship,Golf,75.5
G,Tyrrell Hatton (12217163),Tyrrell Hatton,12217163,G,7300,THE PLAYERS Championship,Golf,66.19
G,Bubba Watson (12217164),Bubba Watson,12217164,G,7300,THE PLAYERS Championship,Golf,70.79
G,Hao-Tong Li (12217165),Hao-Tong Li,12217165,G,7300,THE PLAYERS Championship,Golf,73.25
G,Martin Kaymer (12217166),Martin Kaymer,12217166,G,7300,THE PLAYERS Championship,Golf,59.58
G,Charles Howell (12217167),Charles Howell,12217167,G,7300,THE PLAYERS Championship,Golf,86.41
G,Michael Thompson (12217168),Michael Thompson,12217168,G,7200,THE PLAYERS Championship,Golf,70.67
G,Shane Lowry (12217169),Shane Lowry,12217169,G,7200,THE PLAYERS Championship,Golf,71.8
G,Aaron Wise (12217170),Aaron Wise,12217170,G,7200,THE PLAYERS Championship,Golf,66.19
G,Adam Hadwin (12217171),Adam Hadwin,12217171,G,7200,THE PLAYERS Championship,Golf,76.65
G,Emiliano Grillo (12217172),Emiliano Grillo,12217172,G,7200,THE PLAYERS Championship,Golf,73.2
G,Jim Furyk (12217173),Jim Furyk,12217173,G,7100,THE PLAYERS Championship,Golf,63.08
G,Talor Gooch (12217174),Talor Gooch,12217174,G,7100,THE PLAYERS Championship,Golf,66.62
G,Kyle Stanley (12217175),Kyle Stanley,12217175,G,7100,THE PLAYERS Championship,Golf,46.2
G,Danny Willett (12217176),Danny Willett,12217176,G,7100,THE PLAYERS Championship,Golf,54.36
G,Pat Perez (12217177),Pat Perez,12217177,G,7100,THE PLAYERS Championship,Golf,57.7
G,Lucas Glover (12217178),Lucas Glover,12217178,G,7100,THE PLAYERS Championship,Golf,82.06
G,J.B. Holmes (12217179),J.B. Holmes,12217179,G,7000,THE PLAYERS Championship,Golf,68.28
G,Ryan Moore (12217180),Ryan Moore,12217180,G,7000,THE PLAYERS Championship,Golf,59.06
G,Kevin Kisner (12217181),Kevin Kisner,12217181,G,7000,THE PLAYERS Championship,Golf,68.12
G,Luke List (12217182),Luke List,12217182,G,7000,THE PLAYERS Championship,Golf,64.78
G,Jimmy Walker (12217183),Jimmy Walker,12217183,G,7000,THE PLAYERS Championship,Golf,52.33
G,Thorbjorn Olesen (12217184),Thorbjorn Olesen,12217184,G,7000,THE PLAYERS Championship,Golf,55.75
G,Zach Johnson (12217185),Zach Johnson,12217185,G,7000,THE PLAYERS Championship,Golf,64.86
G,Brandt Snedeker (12217186),Brandt Snedeker,12217186,G,6900,THE PLAYERS Championship,Golf,68.6
G,Beau Hossler (12217187),Beau Hossler,12217187,G,6900,THE PLAYERS Championship,Golf,65.5
G,Abraham Ancer (12217188),Abraham Ancer,12217188,G,6900,THE PLAYERS Championship,Golf,68.73
G,Kiradech Aphibarnrat (12217189),Kiradech Aphibarnrat,12217189,G,6900,THE PLAYERS Championship,Golf,55.78
G,Matthew Fitzpatrick (12217190),Matthew Fitzpatrick,12217190,G,6900,THE PLAYERS Championship,Golf,76.83
G,Russell Knox (12217191),Russell Knox,12217191,G,6900,THE PLAYERS Championship,Golf,66.56
G,Russell Henley (12217192),Russell Henley,12217192,G,6900,THE PLAYERS Championship,Golf,52.2
G,Brian Harman (12217193),Brian Harman,12217193,G,6800,THE PLAYERS Championship,Golf,46.46
G,Eddie Pepperell (12217194),Eddie Pepperell,12217194,G,6800,THE PLAYERS Championship,Golf,53.2
G,Cheng-Tsung Pan (12217195),Cheng-Tsung Pan,12217195,G,6800,THE PLAYERS Championship,Golf,60.27
G,Danny Lee (12217196),Danny Lee,12217196,G,6800,THE PLAYERS Championship,Golf,67.15
G,Kevin Tway (12217197),Kevin Tway,12217197,G,6800,THE PLAYERS Championship,Golf,59.85
G,Sungjae Im (12217198),Sungjae Im,12217198,G,6800,THE PLAYERS Championship,Golf,70.61
G,Byeong-Hun An (12217199),Byeong-Hun An,12217199,G,6800,THE PLAYERS Championship,Golf,70.56
G,Keith Mitchell (12217200),Keith Mitchell,12217200,G,6800,THE PLAYERS Championship,Golf,68.46
G,Adam Long (12217201),Adam Long,12217201,G,6700,THE PLAYERS Championship,Golf,46.64
G,Corey Conners (12217202),Corey Conners,12217202,G,6700,THE PLAYERS Championship,Golf,53.1
G,Matt Wallace (12217203),Matt Wallace,12217203,G,6700,THE PLAYERS Championship,Golf,71.67
G,Daniel Berger (12217204),Daniel Berger,12217204,G,6700,THE PLAYERS Championship,Golf,56.42
G,Kevin Na (12217205),Kevin Na,12217205,G,6700,THE PLAYERS Championship,Golf,58.19
G,Chesson Hadley (12217206),Chesson Hadley,12217206,G,6700,THE PLAYERS Championship,Golf,62.86
G,Chez Reavie (12217207),Chez Reavie,12217207,G,6700,THE PLAYERS Championship,Golf,78.32
G,Jason Kokrak (12217208),Jason Kokrak,12217208,G,6700,THE PLAYERS Championship,Golf,78.72
G,Austin Cook (12217209),Austin Cook,12217209,G,6600,THE PLAYERS Championship,Golf,53.94
G,J.J. Spaun (12217210),J.J. Spaun,12217210,G,6600,THE PLAYERS Championship,Golf,65.25
G,Charley Hoffman (12217211),Charley Hoffman,12217211,G,6600,THE PLAYERS Championship,Golf,45.39
G,Bud Cauley (12217212),Bud Cauley,12217212,G,6600,THE PLAYERS Championship,Golf,61.5
G,Patrick Rodgers (12217213),Patrick Rodgers,12217213,G,6600,THE PLAYERS Championship,Golf,58.29
G,Scott Stallings (12217214),Scott Stallings,12217214,G,6600,THE PLAYERS Championship,Golf,59.45
G,Jason Dufner (12217215),Jason Dufner,12217215,G,6600,THE PLAYERS Championship,Golf,44.23
G,Ryan Palmer (12217216),Ryan Palmer,12217216,G,6600,THE PLAYERS Championship,Golf,78.25
G,J.T. Poston (12217217),J.T. Poston,12217217,G,6500,THE PLAYERS Championship,Golf,70.79
G,Patton Kizzire (12217218),Patton Kizzire,12217218,G,6500,THE PLAYERS Championship,Golf,66.2
G,Sam Ryder (12217219),Sam Ryder,12217219,G,6500,THE PLAYERS Championship,Golf,70.14
G,Lucas Bjerregaard (12217220),Lucas Bjerregaard,12217220,G,6500,THE PLAYERS Championship,Golf,64.67
G,Andrew Putnam (12217221),Andrew Putnam,12217221,G,6500,THE PLAYERS Championship,Golf,73.33
G,Peter Uihlein (12217222),Peter Uihlein,12217222,G,6500,THE PLAYERS Championship,Golf,52.36
G,Kevin Streelman (12217223),Kevin Streelman,12217223,G,6500,THE PLAYERS Championship,Golf,50.83
G,Harold Varner (12217224),Harold Varner,12217224,G,6500,THE PLAYERS Championship,Golf,64.88
G,Wyndham Clark (12229894),Wyndham Clark,12229894,G,6500,THE PLAYERS Championship,Golf,69.41
G,Ryan Blaum (12217225),Ryan Blaum,12217225,G,6400,THE PLAYERS Championship,Golf,60.46
G,Denny McCarthy (12217226),Denny McCarthy,12217226,G,6400,THE PLAYERS Championship,Golf,56.55
G,Martin Laird (12217227),Martin Laird,12217227,G,6400,THE PLAYERS Championship,Golf,59.35
G,Scott Piercy (12217228),Scott Piercy,12217228,G,6400,THE PLAYERS Championship,Golf,75.46
G,Nick Watney (12217229),Nick Watney,12217229,G,6400,THE PLAYERS Championship,Golf,69.65
G,Kelly Kraft (12217230),Kelly Kraft,12217230,G,6400,THE PLAYERS Championship,Golf,49.18
G,Stewart Cink (12217231),Stewart Cink,12217231,G,6400,THE PLAYERS Championship,Golf,55.62
G,Chris Kirk (12217232),Chris Kirk,12217232,G,6400,THE PLAYERS Championship,Golf,49
G,Vaughn Taylor (12217233),Vaughn Taylor,12217233,G,6300,THE PLAYERS Championship,Golf,58.96
G,Martin Trainer (12217234),Martin Trainer,12217234,G,6300,THE PLAYERS Championship,Golf,50.59
G,Aaron Baddeley (12217235),Aaron Baddeley,12217235,G,6300,THE PLAYERS Championship,Golf,66.44
G,Rory Sabbatini (12217236),Rory Sabbatini,12217236,G,6300,THE PLAYERS Championship,Golf,60.06
G,Brian Gay (12217237),Brian Gay,12217237,G,6300,THE PLAYERS Championship,Golf,69.17
G,Scott Brown (12217238),Scott Brown,12217238,G,6300,THE PLAYERS Championship,Golf,57.33
G,Ted Potter (12217239),Ted Potter,12217239,G,6300,THE PLAYERS Championship,Golf,57.15
G,Anirban Lahiri (12217240),Anirban Lahiri,12217240,G,6300,THE PLAYERS Championship,Golf,54.17
G,Brendan Steele (12217241),Brendan Steele,12217241,G,6300,THE PLAYERS Championship,Golf,49.35
G,Tyler Duncan (12217242),Tyler Duncan,12217242,G,6200,THE PLAYERS Championship,Golf,49.58
G,Seamus Power (12217243),Seamus Power,12217243,G,6200,THE PLAYERS Championship,Golf,32.36
G,Michael Kim (12217244),Michael Kim,12217244,G,6200,THE PLAYERS Championship,Golf,39.62
G,Joel Dahmen (12217245),Joel Dahmen,12217245,G,6200,THE PLAYERS Championship,Golf,60.42
G,Andrew Landry (12217246),Andrew Landry,12217246,G,6200,THE PLAYERS Championship,Golf,47.9
