Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
G,Rory McIlroy (12183060),Rory McIlroy,12183060,G,11400,Arnold Palmer Invitational,Golf,95.1
G,Tiger Woods (12183061),Tiger Woods,12183061,G,11100,Arnold Palmer Invitational,Golf,82.38
G,Justin Rose (12183062),Justin Rose,12183062,G,10700,Arnold Palmer Invitational,Golf,95.4
G,Rickie Fowler (12183063),Rickie Fowler,12183063,G,10400,Arnold Palmer Invitational,Golf,99.14
G,Brooks Koepka (12183064),Brooks Koepka,12183064,G,10200,Arnold Palmer Invitational,Golf,83.14
G,Jason Day (12183065),Jason Day,12183065,G,9900,Arnold Palmer Invitational,Golf,93
G,Bryson DeChambeau (12183066),Bryson DeChambeau,12183066,G,9700,Arnold Palmer Invitational,Golf,101.19
G,Marc Leishman (12183067),Marc Leishman,12183067,G,9500,Arnold Palmer Invitational,Golf,98.5
G,Hideki Matsuyama (12183068),Hideki Matsuyama,12183068,G,9300,Arnold Palmer Invitational,Golf,77.31
G,Phil Mickelson (12183069),Phil Mickelson,12183069,G,9200,Arnold Palmer Invitational,Golf,87.42
G,Tommy Fleetwood (12183070),Tommy Fleetwood,12183070,G,9100,Arnold Palmer Invitational,Golf,74.36
G,Francesco Molinari (12183071),Francesco Molinari,12183071,G,9000,Arnold Palmer Invitational,Golf,60.17
G,Patrick Reed (12183072),Patrick Reed,12183072,G,8900,Arnold Palmer Invitational,Golf,78.56
G,Billy Horschel (12183073),Billy Horschel,12183073,G,8800,Arnold Palmer Invitational,Golf,70.72
G,Tyrrell Hatton (12183074),Tyrrell Hatton,12183074,G,8700,Arnold Palmer Invitational,Golf,65.36
G,Charles Howell (12183075),Charles Howell,12183075,G,8600,Arnold Palmer Invitational,Golf,87.45
G,Daniel Berger (12183076),Daniel Berger,12183076,G,8500,Arnold Palmer Invitational,Golf,63
G,Keegan Bradley (12183077),Keegan Bradley,12183077,G,8400,Arnold Palmer Invitational,Golf,76.78
G,Jason Kokrak (12183078),Jason Kokrak,12183078,G,8300,Arnold Palmer Invitational,Golf,79.62
G,Lucas Glover (12183079),Lucas Glover,12183079,G,8200,Arnold Palmer Invitational,Golf,83.44
G,Henrik Stenson (12183080),Henrik Stenson,12183080,G,8100,Arnold Palmer Invitational,Golf,46.9
G,Ian Poulter (12183081),Ian Poulter,12183081,G,8000,Arnold Palmer Invitational,Golf,88.56
G,Bubba Watson (12183082),Bubba Watson,12183082,G,8000,Arnold Palmer Invitational,Golf,70.83
G,Luke List (12183083),Luke List,12183083,G,7900,Arnold Palmer Invitational,Golf,62.31
G,Louis Oosthuizen (12183084),Louis Oosthuizen,12183084,G,7900,Arnold Palmer Invitational,Golf,86.36
G,Si Woo Kim (12183085),Si Woo Kim,12183085,G,7800,Arnold Palmer Invitational,Golf,79.15
G,J.B. Holmes (12183086),J.B. Holmes,12183086,G,7800,Arnold Palmer Invitational,Golf,74.12
G,Adam Hadwin (12183087),Adam Hadwin,12183087,G,7700,Arnold Palmer Invitational,Golf,76.83
G,Zach Johnson (12183088),Zach Johnson,12183088,G,7700,Arnold Palmer Invitational,Golf,65.83
G,Michael Thompson (12183089),Michael Thompson,12183089,G,7600,Arnold Palmer Invitational,Golf,75.69
