RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,TOTAL,TOTAL PAR 5 HOLES,TOTAL HOLE OUTS
1,1,Tony Finau,106,14,322,
2,2,Kyle Stanley,104,13,290,2
T3,T3,Brandon Hagy,85,11,238,1
T3,T3,Martin Laird,83,11,272,2
T3,T3,Luke List,102,11,314,4
T3,T3,Jamie Lovemark,98,11,302,
T7,T7,Keegan Bradley,104,10,322,1
T7,T7,Kevin Chappell,95,10,296,3
T7,T7,Stewart Cink,93,10,296,
T7,T7,Jason Day,71,10,204,3
T7,T7,Charley Hoffman,112,10,346,1
T7,T7,Sung Kang,104,10,310,1
T7,T7,Brooks Koepka,88,10,242,1
T7,T7,Phil Mickelson,85,10,254,3
T7,T7,Jon Rahm,90,10,264,2
T7,T7,Cameron Smith,86,10,272,2
T7,T7,Justin Thomas,86,10,246,
T18,T18,Jonas Blixt,74,9,218,3
T18,T18,Miguel Angel Carballo,63,9,186,1
T18,T18,Hideki Matsuyama,83,9,246,1
T18,T18,Webb Simpson,102,9,294,2
T18,T18,Kevin Tway,96,9,272,1
T23,T23,Wesley Bryan,95,8,272,
T23,T23,Bud Cauley,92,8,266,2
T23,T23,Jason Dufner,89,8,244,1
T23,T23,Martin Flores,88,8,248,1
T23,T23,J.J. Henry,92,8,264,1
T23,T23,Dustin Johnson,77,8,220,
T23,T23,Anirban Lahiri,72,8,214,1
T23,T23,Seung-Yul Noh,91,8,278,2
T23,T23,Chez Reavie,98,8,298,3
T23,T23,Kyle Reifers,96,8,283,1
T23,T23,Rory Sabbatini,71,8,196,1
T23,T23,J.J. Spaun,92,8,268,
T23,T23,Shawn Stefani,72,8,208,2
T23,T23,Nick Taylor,97,8,300,3
T37,T37,Ricky Barnes,100,7,292,
T37,T37,Daniel Berger,91,7,262,1
T37,T37,Ryan Brehm,83,7,234,2
T37,T37,Paul Casey,94,7,280,1
T37,T37,Graham DeLaet,82,7,238,1
T37,T37,Robert Garrigus,78,7,228,2
T37,T37,Brian Harman,104,7,308,2
T37,T37,J.B. Holmes,83,7,240,
T37,T37,Marc Leishman,94,7,258,3
T37,T37,Andrew Loupe,55,7,164,1
T37,T37,Sean O'Hair,84,7,259,3
T37,T37,Louis Oosthuizen,69,7,192,1
T37,T37,Xander Schauffele,96,7,264,
T37,T37,Scott Stallings,81,7,226,2
T37,T37,Daniel Summerhays,100,7,296,2
T37,T37,Nick Watney,75,7,204,1
T37,T37,Bubba Watson,71,7,199,
T54,T54,Ryan Armour,63,6,188,3
T54,T54,Chad Campbell,97,6,292,4
T54,T54,Patrick Cantlay,52,6,160,1
T54,T54,Chad Collins,66,6,200,1
T54,T54,Matt Every,76,6,217,2
T54,T54,Sergio Garcia,65,6,182,2
T54,T54,Lucas Glover,93,6,286,
T54,T54,Emiliano Grillo,90,6,278,2
T54,T54,Jim Herman,77,6,244,3
T54,T54,Morgan Hoffmann,92,6,266,3
T54,T54,Mark Hubbard,81,6,226,
T54,T54,Smylie Kaufman,76,6,228,1
T54,T54,Whee Kim,74,6,222,1
T54,T54,Kevin Kisner,105,6,298,1
T54,T54,Jason Kokrak,95,6,302,1
T54,T54,Matt Kuchar,95,6,290,
T54,T54,David Lingmerth,79,6,238,2
T54,T54,Hunter Mahan,73,6,226,
T54,T54,William McGirt,89,6,254,1
T54,T54,Trey Mullinax,88,6,260,1
T54,T54,Grayson Murray,94,6,282,1
T54,T54,Pat Perez,93,6,288,1
T54,T54,Carl Pettersson,63,6,187,2
T54,T54,Tag Ridings,67,6,189,
T54,T54,Ollie Schniederjans,92,6,262,1
T54,T54,Jordan Spieth,85,6,228,1
T54,T54,Brendan Steele,89,6,274,
T54,T54,Brett Stegmaier,78,6,233,2
T54,T54,Kevin Streelman,90,6,282,2
T54,T54,Michael Thompson,60,6,176,1
T54,T54,Gary Woodland,94,6,274,2
T85,T85,Byeong Hun An,77,5,236,1
T85,T85,Scott Brown,95,5,276,2
T85,T85,Ernie Els,52,5,164,
T85,T85,Brian Gay,82,5,220,
T85,T85,Andres Gonzales,73,5,221,1
T85,T85,Branden Grace,70,5,204,
T85,T85,Cody Gribble,79,5,240,1
T85,T85,James Hahn,96,5,308,1
T85,T85,Russell Henley,99,5,286,1
T85,T85,Charles Howell III,86,5,248,
T85,T85,Ryan Moore,82,5,251,1
T85,T85,Cameron Percy,71,5,202,
T85,T85,Scott Piercy,70,5,216,1
T85,T85,D.A. Points,68,5,218,4
T85,T85,J.T. Poston,95,5,280,1
T85,T85,Seamus Power,86,5,246,2
T85,T85,Justin Rose,66,5,198,
T85,T85,Cameron Tringale,89,5,260,2
T85,T85,Harold Varner III,101,5,310,
T85,T85,Boo Weekley,75,5,228,2
T85,T85,Richy Werenski,81,5,236,
T106,T106,Mark Anderson,54,4,172,
T106,T106,Blayne Barber,77,4,228,
T106,T106,Zac Blair,105,4,310,1
T106,T106,Alex Cejka,85,4,246,2
T106,T106,Ken Duke,77,4,224,1
