RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,PAR 5 BIRDIES OR BETTER,PAR 5 HOLES
T62,T62,J.T. Poston,95,43.57,122,280
64,64,Cameron Percy,71,43.56,88,202
65,65,Adam Scott,58,43.55,81,186
66,66,Cameron Smith,86,43.38,118,272
67,67,Ian Poulter,72,43.27,90,208
68,68,Jonas Blixt,74,43.12,94,218
69,69,Fabián Gómez,61,43.09,81,188
70,70,Russell Henley,99,43.01,123,286
71,71,Andres Gonzales,73,42.99,95,221
72,72,Matt Jones,64,42.94,73,170
73,73,Harold Varner III,101,42.90,133,310
T74,T74,Ryan Palmer,61,42.86,66,154
T74,T74,Webb Simpson,102,42.86,126,294
76,76,Seung-Yul Noh,91,42.81,119,278
77,77,Troy Merritt,82,42.80,107,250
78,78,Sam Saunders,76,42.79,95,222
79,79,Louis Oosthuizen,69,42.71,82,192
80,80,Chad Campbell,97,42.47,124,292
T81,T81,James Hahn,96,42.21,130,308
T81,T81,Brian Harman,104,42.21,130,308
83,83,Smylie Kaufman,76,42.11,96,228
84,84,Rick Lamb,54,42.04,66,157
85,85,Tyrone Van Aswegen,105,42.00,126,300
86,86,Danny Lee,93,41.94,117,279
87,87,Whee Kim,74,41.89,93,222
88,88,Bill Haas,92,41.86,108,258
89,89,Ricky Barnes,100,41.78,122,292
90,90,Jason Kokrak,95,41.72,126,302
91,91,Jimmy Walker,68,41.67,85,204
T92,T92,Billy Hurley III,80,41.60,104,250
T92,T92,David Lingmerth,79,41.60,99,238
94,94,Hunter Mahan,73,41.59,94,226
T95,T95,Ben Martin,86,41.53,103,248
T95,T95,Richy Werenski,81,41.53,98,236
T97,T97,Andrew Loupe,55,41.46,68,164
T97,T97,Jonathan Randolph,68,41.46,85,205
99,99,Jim Herman,77,41.39,101,244
100,100,Brian Gay,82,41.36,91,220
101,101,J.B. Holmes,83,41.25,99,240
102,102,Boo Weekley,75,41.23,94,228
103,103,Adam Hadwin,98,41.19,131,318
104,104,Cameron Tringale,89,41.15,107,260
105,105,J.J. Henry,92,40.91,108,264
106,106,Stewart Cink,93,40.88,121,296
107,107,Miguel Angel Carballo,63,40.86,76,186
108,108,Kelly Kraft,75,40.85,87,213
109,109,Tag Ridings,67,40.74,77,189
110,110,Mark Hubbard,81,40.71,92,226
111,111,Matt Kuchar,95,40.69,118,290
112,112,Scott Brown,95,40.58,112,276
113,113,Daniel Summerhays,100,40.54,120,296
114,114,Julián Etulain,68,40.50,81,200
115,115,David Hearn,93,40.46,106,262
116,116,Tim Wilkinson,64,40.45,72,178
117,117,Ryo Ishikawa,56,40.43,76,188
118,118,Patrick Rodgers,76,40.37,88,218
119,119,Brian Campbell,55,40.36,67,166
120,120,Jason Dufner,89,40.16,98,244
121,121,Vaughn Taylor,90,40.15,104,259
122,122,Chad Collins,66,40.00,80,200
123,123,J.J. Spaun,92,39.93,107,268
T124,T124,Graham DeLaet,82,39.92,95,238
T124,T124,Martin Flores,88,39.92,99,248
T126,T126,K.J. Choi,72,39.90,83,208
T126,T126,Shawn Stefani,72,39.90,83,208
128,128,C.T. Pan,88,39.77,105,264
129,129,Harris English,84,39.73,89,224
130,130,Kevin Na,86,39.60,99,250
131,131,Si Woo Kim,80,39.59,97,245
132,132,Brandt Snedeker,53,39.38,63,160
133,133,Ryan Armour,63,39.36,74,188
T134,T134,Chris Kirk,89,39.34,107,272
T134,T134,Nicholas Lindheim,58,39.34,72,183
136,136,Robert Garrigus,78,39.04,89,228
137,137,William McGirt,89,38.98,99,254
138,138,Martin Laird,83,38.97,106,272
T139,T139,Gonzalo Fernandez-Castaño,63,38.89,70,180
T139,T139,Graeme McDowell,56,38.89,70,180
T139,T139,Scott Piercy,70,38.89,84,216
142,142,Søren Kjeldsen,58,38.75,62,160
143,143,Camilo Villegas,76,38.74,86,222
144,144,Nick Watney,75,38.73,79,204
145,145,Robert Streb,98,38.66,104,269
146,146,Kevin Streelman,90,38.65,109,282
147,147,Keegan Bradley,104,38.51,124,322
148,148,Roberto Castro,70,38.50,87,226
149,149,Mark Anderson,54,38.37,66,172
150,150,Cody Gribble,79,38.33,92,240
151,151,Sebastián Muñoz,51,38.31,59,154
152,152,Chez Reavie,98,38.26,114,298
153,153,Emiliano Grillo,90,38.13,106,278
154,154,Scott Stallings,81,38.05,86,226
155,155,Wesley Bryan,95,37.87,103,272
156,156,Alex Cejka,85,37.80,93,246
157,157,Ryan Blaum,100,37.71,112,297
158,158,Steven Alker,69,37.62,76,202
159,159,D.A. Points,68,37.61,82,218
160,160,Spencer Levin,89,37.50,99,264
T161,T161,Blayne Barber,77,37.28,85,228
T161,T161,Greg Chalmers,75,37.28,85,228
163,163,Johnson Wagner,71,37.11,72,194
164,164,Patton Kizzire,84,36.96,85,230
165,165,Brett Stegmaier,78,36.91,86,233
166,166,Aaron Baddeley,61,36.87,73,198
167,167,Peter Malnati,91,36.64,96,262
168,168,Rod Pampling,71,36.36,80,220
169,169,Bryce Molder,74,36.25,87,240
T170,T170,Rafa Cabrera Bello,63,36.17,68,188
T170,T170,Brian Stuard,93,36.17,102,282
172,172,John Huh,92,36.09,96,266
173,173,Retief Goosen,52,36.00,54,150
174,174,Ernie Els,52,35.98,59,164
175,175,Carl Pettersson,63,35.83,67,187
176,176,Geoff Ogilvy,80,35.78,78,218
177,177,Steve Wheatcroft,51,35.71,55,154
178,178,Brett Drewitt,57,35.47,61,172
179,179,Luke Donald,50,35.42,51,144
180,180,Ken Duke,77,35.27,79,224
181,181,Zach Johnson,81,35.04,82,234
182,182,Ben Crane,86,34.44,83,241
183,183,Billy Horschel,88,34.30,83,242
184,184,Jim Furyk,54,33.93,57,168
185,185,Zac Blair,105,33.55,104,310
186,186,Kyle Reifers,96,32.86,93,283
187,187,Byeong Hun An,77,32.63,77,236
188,188,Michael Thompson,60,31.82,56,176
189,189,Jason Bohn,75,30.37,65,214
190,190,Steven Bowditch,59,26.70,47,176
