RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,PAR 4 BIRDIES OR BETTER,PAR 4 HOLES
161,161,Nick Taylor,97,14.63,150,"1,025"
162,162,Rod Pampling,71,14.62,113,773
163,163,Miguel Angel Carballo,63,14.57,89,611
164,164,Troy Merritt,82,14.55,118,811
T165,T165,Si Woo Kim,80,14.50,117,807
T165,T165,Kyle Reifers,96,14.50,137,945
167,167,Brett Stegmaier,78,14.49,120,828
168,168,Luke Donald,50,14.48,76,525
169,169,Daniel Summerhays,100,14.45,147,"1,017"
T170,T170,Jim Furyk,54,14.42,78,541
T170,T170,Hunter Mahan,73,14.42,110,763
172,172,David Hearn,93,14.41,133,923
173,173,Steve Wheatcroft,51,14.37,72,501
174,174,Nicholas Lindheim,58,14.33,86,600
175,175,Ryan Palmer,61,14.14,83,587
176,176,Branden Grace,70,13.93,95,682
177,177,Ryan Armour,63,13.66,87,637
178,178,Geoff Ogilvy,80,13.60,107,787
179,179,Andrew Loupe,55,13.55,76,561
180,180,Roberto Castro,70,13.38,97,725
181,181,Alex Cejka,85,13.30,110,827
182,182,Jason Bohn,75,13.26,103,777
183,183,Mark Hubbard,81,13.14,106,807
184,184,C.T. Pan,88,13.13,123,937
185,185,K.J. Choi,72,13.04,93,713
186,186,Spencer Levin,89,13.00,120,923
187,187,Bryce Molder,74,12.99,103,793
188,188,Ernie Els,52,12.28,69,562
189,189,J.J. Henry,92,11.86,111,936
190,190,Steven Bowditch,59,10.83,64,591
