Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
F,Maycee Barber (14111525),Maycee Barber,14111525,F,9500,Barber@Modafferi 01/18/2020 06:30PM ET,Barber,105.5
F,Conor McGregor (14111515),Conor McGregor,14111515,F,9400,Cerrone@McGregor 01/18/2020 06:30PM ET,McGregor,96.91
F,Nasrat Haqparast (14111527),Nasrat Haqparast,14111527,F,9300,Dober@Haqparast 01/18/2020 06:30PM ET,Haqparast,77.62
F,Diego Ferreira (14111517),Diego Ferreira,14111517,F,9000,Ferreira@Pettis 01/18/2020 06:30PM ET,Ferreira,77.83
F,Holly Holm (14111521),Holly Holm,14111521,F,8900,Holm@Pennington 01/18/2020 06:30PM ET,Holm,51.4
F,Aleksa Camur (14111531),Aleksa Camur,14111531,F,8800,Camur@Ledet 01/18/2020 06:30PM ET,Camur,0
F,Askar Askarov (14111537),Askar Askarov,14111537,F,8700,Askarov@Elliott 01/18/2020 06:30PM ET,Askarov,52
F,Ode Osbourne (14111539),Ode Osbourne,14111539,F,8600,Kelleher@Osbourne 01/18/2020 06:30PM ET,Osbourne,0
F,Sodiq Yusuff (14111523),Sodiq Yusuff,14111523,F,8500,Fili@Yusuff 01/18/2020 06:30PM ET,Yusuff,99.33
F,Maurice Greene (14111529),Maurice Greene,14111529,F,8400,Greene@Oleinik 01/18/2020 06:30PM ET,Greene,74.5
F,JJ Aldrich (14111536),JJ Aldrich,14111536,F,8200,Aldrich@Mazo 01/18/2020 06:30PM ET,Aldrich,50
F,Sabina Mazo (14111535),Sabina Mazo,14111535,F,8000,Aldrich@Mazo 01/18/2020 06:30PM ET,Mazo,72.5
F,Aleksei Oleinik (14111530),Aleksei Oleinik,14111530,F,7800,Greene@Oleinik 01/18/2020 06:30PM ET,Oleinik,70.85
F,Andre Fili (14111524),Andre Fili,14111524,F,7700,Fili@Yusuff 01/18/2020 06:30PM ET,Fili,68.77
F,Brian Kelleher (14111540),Brian Kelleher,14111540,F,7600,Kelleher@Osbourne 01/18/2020 06:30PM ET,Kelleher,54.92
F,Tim Elliott (14111538),Tim Elliott,14111538,F,7500,Askarov@Elliott 01/18/2020 06:30PM ET,Elliott,66
F,Justin Ledet (14111532),Justin Ledet,14111532,F,7400,Camur@Ledet 01/18/2020 06:30PM ET,Ledet,48
F,Raquel Pennington (14111522),Raquel Pennington,14111522,F,7300,Holm@Pennington 01/18/2020 06:30PM ET,Pennington,60.09
F,Anthony Pettis (14111518),Anthony Pettis,14111518,F,7200,Ferreira@Pettis 01/18/2020 06:30PM ET,Pettis,63.18
F,Drew Dober (14111528),Drew Dober,14111528,F,6900,Dober@Haqparast 01/18/2020 06:30PM ET,Dober,61.54
F,Donald Cerrone (14111516),Donald Cerrone,14111516,F,6800,Cerrone@McGregor 01/18/2020 06:30PM ET,Cerrone,79.38
F,Roxanne Modafferi (14111526),Roxanne Modafferi,14111526,F,6700,Barber@Modafferi 01/18/2020 06:30PM ET,Modafferi,57.58
