Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
F,Irene Aldana (13379956),Irene Aldana,13379956,F,9400,Aldana@Melo 09/21/2019 05:00PM ET,Aldana,68.17
F,Sergio Pettis (13379952),Sergio Pettis,13379952,F,9300,Nam@Pettis 09/21/2019 05:00PM ET,Pettis,55.88
F,Sijara Eubanks (13379962),Sijara Eubanks,13379962,F,9100,Correia@Eubanks 09/21/2019 05:00PM ET,Eubanks,75.83
F,Claudio Puelles (13379968),Claudio Puelles,13379968,F,9000,Mariano@Puelles 09/21/2019 05:00PM ET,Puelles,41.25
F,Askar Askarov (13379950),Askar Askarov,13379950,F,8800,Askarov@Moreno 09/21/2019 05:00PM ET,Askarov,0
F,Jose Quinonez (13379954),Jose Quinonez,13379954,F,8700,Huachin@Quinonez 09/21/2019 05:00PM ET,Quinonez,72.33
F,Kyle Nelson (13379966),Kyle Nelson,13379966,F,8600,Nelson@Reyes 09/21/2019 05:00PM ET,Nelson,18
F,Angela Hill (13379960),Angela Hill,13379960,F,8500,Carnelossi@Hill 09/21/2019 05:00PM ET,Hill,52.27
F,Alexa Grasso (13379946),Alexa Grasso,13379946,F,8400,Esparza@Grasso 09/21/2019 05:00PM ET,Grasso,56.9
F,Vinicius Moreira (13379958),Vinicius Moreira,13379958,F,8300,Craig@Moreira 09/21/2019 05:00PM ET,Moreira,3.25
F,Yair Rodriguez (13379948),Yair Rodriguez,13379948,F,8200,Rodriguez@Stephens 09/21/2019 05:00PM ET,Rodriguez,80.69
F,Martin Bravo (13379964),Martin Bravo,13379964,F,8100,Bravo@Peterson 09/21/2019 05:00PM ET,Bravo,54.17
F,Steven Peterson (13379965),Steven Peterson,13379965,F,8100,Bravo@Peterson 09/21/2019 05:00PM ET,Peterson,56.25
F,Jeremy Stephens (13379949),Jeremy Stephens,13379949,F,8000,Rodriguez@Stephens 09/21/2019 05:00PM ET,Stephens,55.85
F,Paul Craig (13379959),Paul Craig,13379959,F,7900,Craig@Moreira 09/21/2019 05:00PM ET,Craig,41
F,Carla Esparza (13379947),Carla Esparza,13379947,F,7800,Esparza@Grasso 09/21/2019 05:00PM ET,Esparza,57
F,Ariane Carnelossi (13379961),Ariane Carnelossi,13379961,F,7700,Carnelossi@Hill 09/21/2019 05:00PM ET,Carnelossi,0
F,Polo Reyes (13379967),Polo Reyes,13379967,F,7600,Nelson@Reyes 09/21/2019 05:00PM ET,Reyes,62.86
F,Carlos Huachin (13379955),Carlos Huachin,13379955,F,7500,Huachin@Quinonez 09/21/2019 05:00PM ET,Huachin,10
F,Brandon Moreno (13379951),Brandon Moreno,13379951,F,7400,Askarov@Moreno 09/21/2019 05:00PM ET,Moreno,73
F,Marcos Mariano (13379969),Marcos Mariano,13379969,F,7200,Mariano@Puelles 09/21/2019 05:00PM ET,Mariano,1.5
F,Bethe Correia (13379963),Bethe Correia,13379963,F,7100,Correia@Eubanks 09/21/2019 05:00PM ET,Correia,48.28
F,Tyson Nam (13379953),Tyson Nam,13379953,F,6900,Nam@Pettis 09/21/2019 05:00PM ET,Nam,0
F,Vanessa Melo (13379957),Vanessa Melo,13379957,F,6800,Aldana@Melo 09/21/2019 05:00PM ET,Melo,0
