Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td,Td %,Sub. att,Pass,Rev.
,Donald Cerrone,,View
nc,Andrei Arlovski,44,0,0,0,Heavyweight,Overturned,3,5:00
win,Megan Anderson,3,0,0,0,Women's Featherweight,KO/TKO,1,1:01
win,Petr Yan,76,3,1,1,Bantamweight,KO/TKO,2,5:00
win,Ryan Hall,6,0,1,0,Lightweight,SUB,1,2:46
win,Nathaniel Wood,61,2,1,4,Bantamweight,SUB,3,4:12
win,Uriah Hall,39,0,0,0,Middleweight,KO/TKO,3,1:32
win,Curtis Millender,89,0,0,1,Welterweight,U-DEC,3,5:00
win,Montel Jackson,10,0,1,0,Bantamweight,SUB,1,1:40
win,Al Iaquinta,111,0,0,0,Lightweight,U-DEC,5,5:00
win,Edson Barboza,126,0,0,0,Lightweight,KO/TKO,3,2:19
win,Rob Font,111,2,1,2,Bantamweight,U-DEC,3,5:00
win,Charles Oliveira,0,1,1,1,Lightweight,SUB,1,1:15
win,Zak Ottow,14,1,0,0,Welterweight,S-DEC,3,5:00
win,Drakkar Klose,58,0,0,0,Lightweight,U-DEC,3,5:00
win,Joaquim Silva,95,1,2,1,Lightweight,KO/TKO,3,2:39
win,Jack Hermansson,41,1,1,9,Middleweight,SUB,1,4:25
win,Zak Cummings,56,0,0,1,Middleweight,U-DEC,3,5:00
win,Dan Ige,56,3,0,7,Featherweight,U-DEC,3,5:00
win,Mike Rodriguez,35,0,0,0,Light Heavyweight,KO/TKO,1,2:59
win,Juan Adams,86,2,0,4,Heavyweight,KO/TKO,3,0:58
win,Max Holloway,290,1,0,0,Featherweight,KO/TKO,4,5:00
win,Valentina Shevchenko,89,5,0,3,Women's Flyweight,U-DEC,5,5:00
win,Gunnar Nelson,11,2,1,2,Welterweight,SUB,2,4:17
win,Hakeem Dawodu,103,0,0,0,Featherweight,S-DEC,3,5:00
win,Thiago Santos,42,1,0,1,Light Heavyweight,KO/TKO,2,0:41
win,Nina Ansaroff,96,0,0,0,Women's Strawweight,U-DEC,3,5:00
win,Gilbert Burns,76,3,0,4,Lightweight,U-DEC,3,5:00
win,Jessica Eye,81,0,0,0,Women's Flyweight,S-DEC,3,5:00
win,Elias Theodorou,92,0,0,0,Middleweight,S-DEC,3,5:00
win,Brad Katona,76,0,0,0,Bantamweight,U-DEC,3,5:00
win,Dhiego Lima,5,0,0,0,Welterweight,KO/TKO,1,1:37
win,Diego Ferreira,54,2,1,6,Lightweight,KO/TKO,2,1:23
win,Aleksandar Rakic,31,0,0,0,Light Heavyweight,KO/TKO,1,4:05
win,Junior Dos Santos,26,0,0,2,Heavyweight,KO/TKO,2,2:30
win,Mauricio Rua,30,3,0,3,Light Heavyweight,KO/TKO,3,0:43
win,Justin Willis,59,0,0,0,Heavyweight,U-DEC,3,5:00
win,Anthony Rocco Martin,25,0,1,2,Welterweight,SUB,3,1:19
win,Sodiq Yusuff,23,0,0,0,Featherweight,KO/TKO,1,2:14
win,Jimmy Crute,17,1,4,9,Light Heavyweight,SUB,3,4:51
win,Aleksei Kunchenko,72,0,0,0,Welterweight,U-DEC,3,5:00
win,Wilson Reis,32,7,1,1,Flyweight,U-DEC,3,5:00
win,Keita Nakamura,41,0,0,0,Welterweight,S-DEC,3,5:00
win,Kai Kara-France,86,0,0,5,Flyweight,U-DEC,3,5:00
win,Christos Giagos,31,5,0,0,Lightweight,U-DEC,3,5:00
win,Damir Ismagulov,34,5,0,4,Lightweight,U-DEC,3,5:00
win,Kamaru Usman,130,12,0,7,Welterweight,U-DEC,5,5:00
win,Juan Espino,22,2,2,4,Heavyweight,SUB,1,3:36
win,Macy Chiasson,24,0,2,2,Women's Featherweight,SUB,2,2:11
win,Pedro Munhoz,35,0,0,0,Bantamweight,KO/TKO,1,2:39
win,Edmen Shahbazyan,22,8,0,3,Middleweight,S-DEC,3,5:00
win,Antonina Shevchenko,66,2,0,1,Women's Flyweight,U-DEC,3,5:00
win,Kevin Aguilar,86,0,0,2,Featherweight,U-DEC,3,5:00
win,Joseph Benavidez,35,1,0,0,Flyweight,KO/TKO,1,4:19
win,Maurice Greene,9,0,1,0,Heavyweight,SUB,1,2:14
win,Leah Letson,73,0,0,0,Women's Featherweight,S-DEC,3,5:00
win,Roosevelt Roberts,16,0,1,0,Lightweight,SUB,1,4:50
win,Tim Means,19,2,0,0,Welterweight,KO/TKO,1,1:18
win,Raoni Barcelos,35,2,1,3,Bantamweight,SUB,2,4:12
win,Francis Ngannou,13,0,0,0,Heavyweight,KO/TKO,1,0:45
win,Alistair Overeem,22,1,0,0,Heavyweight,KO/TKO,1,4:21
win,Song Yadong,79,2,0,2,Bantamweight,U-DEC,3,5:00
win,Jingliang Li,89,1,0,2,Welterweight,KO/TKO,3,4:07
win,Alex Morono,98,0,0,0,Welterweight,U-DEC,3,5:00
win,Yanan Wu,18,0,1,0,Women's Flyweight,SUB,1,4:00
win,Rashad Coulter,98,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,Weili Zhang,45,1,2,2,Women's Strawweight,SUB,1,3:41
win,Liu Pingyuan,55,0,2,2,Bantamweight,S-DEC,3,5:00
win,Yan Xiaonan,150,0,0,0,Women's Strawweight,U-DEC,3,5:00
win,Kevin Holland,123,5,2,8,Middleweight,SUB,3,4:05
win,Louis Smolka,32,2,1,3,Bantamweight,SUB,2,2:07
win,Santiago Ponzinibbio,79,0,0,0,Welterweight,KO/TKO,4,2:36
win,Ricardo Lamas,70,3,0,1,Featherweight,KO/TKO,3,4:09
win,Johnny Walker,10,0,0,0,Light Heavyweight,KO/TKO,1,1:57
win,Ian Heinisch,55,1,2,1,Middleweight,U-DEC,3,5:00
win,Marlon Vera,24,2,2,1,Bantamweight,SUB,2,1:31
win,Cynthia Calvillo,22,2,1,2,Women's Strawweight,SUB,1,4:48
win,Michel Prazeres,18,1,1,3,Welterweight,SUB,1,1:02
win,Alexandre Pantoja,4,0,2,1,Flyweight,SUB,1,2:18
win,Austin Arnett,74,1,0,1,Featherweight,U-DEC,3,5:00
win,Laureano Staropoli,97,0,0,0,Welterweight,U-DEC,3,5:00
win,Jesus Pinedo,60,5,0,0,Lightweight,U-DEC,3,5:00
win,Nad Narimani,84,1,0,2,Featherweight,U-DEC,3,5:00
win,Yair Rodriguez,119,0,0,0,Featherweight,KO/TKO,5,4:59
win,Donald Cerrone,9,0,1,2,Welterweight,SUB,1,4:46
win,Germaine de Randamie,42,0,0,0,Women's Bantamweight,U-DEC,3,5:00
win,Beneil Dariush,44,4,2,5,Lightweight,U-DEC,3,5:00
win,Maycee Barber,68,1,0,1,Women's Strawweight,KO/TKO,2,2:01
win,Michael Trizano,51,1,1,0,Lightweight,S-DEC,3,5:00
win,Ashley Yoder,38,1,3,2,Women's Strawweight,S-DEC,3,5:00
win,Bobby Moffett,20,1,1,1,Featherweight,SUB,2,2:43
win,Davi Ramos,4,1,1,2,Lightweight,SUB,1,1:57
win,Devonte Smith,13,0,0,0,Lightweight,KO/TKO,1,0:46
win,Eric Shelton,16,7,0,1,Flyweight,S-DEC,3,5:00
win,Mark De La Rosa,66,0,0,0,Bantamweight,S-DEC,3,5:00
win,Daniel Cormier,19,4,1,4,Heavyweight,SUB,2,2:14
win,Jacare Souza,74,0,0,0,Middleweight,KO/TKO,3,2:46
win,Jared Cannonier,26,0,0,0,Middleweight,KO/TKO,2,0:39
win,Karl Roberson,34,2,0,3,Middleweight,U-DEC,3,5:00
win,Israel Adesanya,13,0,0,0,Middleweight,KO/TKO,1,4:51
win,Jordan Rinaldi,20,3,2,8,Featherweight,U-DEC,3,5:00
win,Sijara Eubanks,57,3,0,2,Women's Flyweight,U-DEC,3,5:00
win,Sheymon Moraes,32,0,0,0,Featherweight,S-DEC,3,5:00
win,Lyman Good,14,0,0,0,Welterweight,KO/TKO,1,1:32
draw,Matt Frevola,66,2,1,1,Lightweight,M-DEC,3,5:00
win,Shane Burgos,17,0,1,0,Featherweight,SUB,1,2:11
win,Marcos Rogerio de Lima,28,3,0,3,Heavyweight,U-DEC,3,5:00
win,Anthony Smith,63,1,2,1,Light Heavyweight,SUB,3,4:26
win,Michael Johnson,99,1,0,0,Featherweight,U-DEC,3,5:00
win,Misha Cirkunov,11,1,2,1,Light Heavyweight,SUB,1,2:40
win,Andre Soukhamthath,79,3,1,1,Bantamweight,U-DEC,3,5:00
win,Gian Villante,81,0,0,0,Light Heavyweight,S-DEC,3,5:00
win,Court McGee,51,2,0,4,Welterweight,U-DEC,3,5:00
win,Sean Strickland,65,0,0,1,Welterweight,KO/TKO,2,3:10
win,Nasrat Haqparast,124,0,0,0,Lightweight,U-DEC,3,5:00
win,Calvin Kattar,24,0,0,0,Featherweight,KO/TKO,1,4:11
win,Talita Bernardo,60,2,1,6,Women's Bantamweight,U-DEC,3,5:00
win,Don Madge,21,0,1,0,Lightweight,KO/TKO,2,0:14
win,Arjan Bhullar,47,1,0,0,Heavyweight,U-DEC,3,5:00
win,Stevie Ray,75,0,0,0,Lightweight,U-DEC,3,5:00
win,Khabib Nurmagomedov,70,3,1,5,Lightweight,SUB,4,3:03
win,Tony Ferguson,114,0,0,0,Lightweight,KO/TKO,2,5:00
win,Dominick Reyes,94,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,Derrick Lewis,39,0,0,0,Heavyweight,KO/TKO,3,4:49
win,Michelle Waterson,76,0,0,2,Women's Strawweight,U-DEC,3,5:00
win,Jussier Formiga,18,2,0,2,Flyweight,U-DEC,3,5:00
win,Vicente Luque,41,0,0,0,Welterweight,KO/TKO,1,3:52
win,Aspen Ladd,50,0,0,1,Women's Bantamweight,KO/TKO,1,3:26
win,Scott Holtzman,73,1,0,4,Lightweight,KO/TKO,3,3:42
win,Yana Kunitskaya,72,5,1,2,Women's Bantamweight,U-DEC,3,5:00
win,Nik Lentz,75,2,1,3,Lightweight,KO/TKO,2,1:19
win,Anthony Rocco Martin,36,0,1,4,Welterweight,KO/TKO,3,1:00
win,Thiago Santos,100,1,0,1,Light Heavyweight,KO/TKO,3,5:00
win,Alex Oliveira,7,0,0,0,Welterweight,KO/TKO,1,0:39
win,Rogerio Nogueira,26,0,0,0,Light Heavyweight,KO/TKO,2,1:00
win,Andre Ewell,53,1,0,0,Bantamweight,S-DEC,3,5:00
draw,Randa Markos,48,2,0,4,Women's Strawweight,M-DEC,3,5:00
win,Charles Oliveira,28,2,1,3,Lightweight,SUB,2,3:22
win,Francisco Trinaldo,28,0,0,1,Lightweight,KO/TKO,2,4:10
win,Ryan Spann,46,0,1,5,Light Heavyweight,U-DEC,3,5:00
win,Augusto Sakai,111,1,0,1,Heavyweight,KO/TKO,3,4:03
win,Sergio Moraes,2,2,2,4,Welterweight,SUB,2,4:42
win,Mayra Bueno Silva,11,0,1,0,Women's Flyweight,SUB,1,4:55
win,Thales Leites,54,2,0,0,Middleweight,U-DEC,3,5:00
win,Elizeu Zaleski dos Santos,15,0,0,0,Welterweight,KO/TKO,2,1:20
win,Livinha Souza,10,1,1,2,Women's Strawweight,SUB,1,1:21
win,Aleksei Oleinik,3,1,1,1,Heavyweight,SUB,1,4:26
win,Jan Blachowicz,10,1,1,4,Light Heavyweight,SUB,2,2:41
win,Shamil Abdurakhimov,32,2,0,0,Heavyweight,U-DEC,3,5:00
win,Aleksei Kunchenko,44,1,0,0,Welterweight,U-DEC,3,5:00
win,Khalid Murtazaliev,48,5,0,5,Middleweight,KO/TKO,2,5:00
win,Petr Yan,100,0,0,0,Bantamweight,U-DEC,3,5:00
win,Rustam Khabilov,17,3,0,0,Lightweight,S-DEC,3,5:00
win,Mairbek Taisumov,27,0,0,0,Lightweight,U-DEC,3,5:00
win,Magomed Ankalaev,12,0,0,0,Light Heavyweight,KO/TKO,1,3:09
win,Jordan Johnson,35,3,2,4,Middleweight,SUB,2,0:42
win,Ramazan Emeev,36,2,1,1,Welterweight,U-DEC,3,5:00
win,Merab Dvalishvili,62,5,0,4,Bantamweight,U-DEC,3,5:00
win,Tyron Woodley,57,0,1,1,Welterweight,SUB,2,4:19
win,Jessica Andrade,38,0,0,0,Women's Strawweight,KO/TKO,1,1:58
win,Zabit Magomedsharipov,38,6,1,1,Featherweight,SUB,2,3:46
win,Jimmie Rivera,62,0,0,0,Bantamweight,U-DEC,3,5:00
win,Abdul Razak Alhassan,15,0,0,0,Welterweight,KO/TKO,1,0:43
win,Tatiana Suarez,82,9,0,14,Women's Strawweight,KO/TKO,3,4:33
win,Aljamain Sterling,33,2,2,4,Bantamweight,SUB,2,3:42
win,Geoff Neal,59,0,0,0,Welterweight,KO/TKO,2,1:23
win,Darren Stewart,24,0,0,0,Middleweight,KO/TKO,2,2:17
win,Diego Sanchez,46,3,0,5,Welterweight,U-DEC,3,5:00
win,Jim Miller,15,1,1,2,Lightweight,SUB,1,1:29
win,Irene Aldana,119,0,0,0,Women's Bantamweight,S-DEC,3,5:00
win,Jarred Brooks,24,2,1,1,Flyweight,S-DEC,3,5:00
win,Justin Gaethje,7,0,0,0,Lightweight,KO/TKO,1,1:27
win,Michael Johnson,65,0,0,0,Featherweight,S-DEC,3,5:00
win,Cortney Casey,111,1,0,1,Women's Strawweight,S-DEC,3,5:00
win,Bryan Barberena,19,0,0,0,Welterweight,KO/TKO,1,2:26
win,Deiveson Figueiredo,29,2,1,2,Flyweight,KO/TKO,2,3:08
win,Eryk Anders,42,0,0,1,Middleweight,KO/TKO,3,4:42
win,James Krause,59,0,0,0,Welterweight,KO/TKO,2,2:28
win,Cory Sandhagen,66,0,0,2,Bantamweight,KO/TKO,2,1:01
win,Andrew Sanchez,73,0,0,0,Middleweight,U-DEC,3,5:00
win,Mickey Gall,0,1,1,1,Welterweight,SUB,1,1:09
win,Joanne Calderwood,5,0,2,0,Women's Flyweight,SUB,1,4:57
win,Drew Dober,60,2,0,3,Lightweight,U-DEC,3,5:00
win,Rani Yahya,4,0,2,0,Bantamweight,SUB,1,1:31
win,TJ Dillashaw,45,0,0,0,Bantamweight,KO/TKO,1,4:10
win,Henry Cejudo,51,3,0,2,Flyweight,S-DEC,5,5:00
win,Renato Moicano,17,1,1,4,Featherweight,SUB,1,4:15
win,JJ Aldrich,40,0,0,1,Women's Strawweight,U-DEC,3,5:00
win,Thiago Santos,69,3,1,8,Middleweight,U-DEC,3,5:00
win,Pedro Munhoz,117,0,1,4,Bantamweight,U-DEC,3,5:00
win,Ricky Simon,25,7,0,4,Bantamweight,U-DEC,3,5:00
win,Ricardo Ramos,54,1,1,0,Bantamweight,S-DEC,3,5:00
win,Sheymon Moraes,73,0,0,0,Featherweight,U-DEC,3,5:00
win,Alex Perez,84,0,0,0,Flyweight,KO/TKO,1,3:46
win,Weili Zhang,77,1,0,1,Women's Strawweight,U-DEC,3,5:00
win,Marlon Vera,45,1,0,1,Bantamweight,KO/TKO,2,4:53
win,Dustin Poirier,54,0,2,0,Lightweight,KO/TKO,2,4:05
win,Jose Aldo,29,0,0,1,Featherweight,KO/TKO,1,4:19
win,Joanna Jedrzejczyk,62,0,0,0,Women's Strawweight,U-DEC,3,5:00
win,Alexander Hernandez,39,4,0,2,Lightweight,U-DEC,3,5:00
win,Jordan Mein,14,3,0,5,Welterweight,U-DEC,3,5:00
win,Hakeem Dawodu,75,0,0,0,Featherweight,U-DEC,3,5:00
win,Islam Makhachev,7,1,1,2,Lightweight,SUB,1,4:43
win,Ion Cutelaba,40,0,0,0,Light Heavyweight,KO/TKO,1,4:25
win,John Makdessi,131,0,0,0,Lightweight,U-DEC,3,5:00
win,Katlyn Chookagian,62,0,0,0,Women's Flyweight,U-DEC,3,5:00
win,Dustin Ortiz,8,0,0,0,Flyweight,KO/TKO,1,3:49
win,Nina Ansaroff,49,0,0,1,Women's Strawweight,U-DEC,3,5:00
win,Devin Powell,12,0,0,0,Lightweight,KO/TKO,1,1:52
win,Anthony Smith,23,0,0,0,Light Heavyweight,KO/TKO,1,1:29
win,Corey Anderson,48,7,0,7,Light Heavyweight,U-DEC,3,5:00
win,Abu Azaitar,48,1,0,2,Middleweight,U-DEC,3,5:00
win,Marcin Tybura,41,5,0,3,Heavyweight,U-DEC,3,5:00
win,Danny Roberts,45,0,1,4,Welterweight,S-DEC,3,5:00
win,Nasrat Haqparast,93,0,0,0,Lightweight,U-DEC,3,5:00
win,Damir Hadzovic,71,0,0,0,Lightweight,S-DEC,3,5:00
win,Bartosz Fabinski,35,6,0,8,Welterweight,U-DEC,3,5:00
win,Nad Narimani,45,6,0,6,Featherweight,U-DEC,3,5:00
win,Aleksandar Rakic,104,3,0,4,Light Heavyweight,U-DEC,3,5:00
win,Manny Bermudez,3,0,2,1,Bantamweight,SUB,1,0:59
win,Darko Stosic,9,0,0,0,Light Heavyweight,KO/TKO,1,3:13
win,Liu Pingyuan,32,1,2,0,Bantamweight,U-DEC,3,5:00
win,Junior Dos Santos,110,0,0,0,Heavyweight,U-DEC,5,5:00
win,Sage Northcutt,24,1,1,1,Welterweight,KO/TKO,2,3:13
win,Rick Glenn,48,0,1,0,Featherweight,S-DEC,3,5:00
win,Niko Price,12,1,0,0,Welterweight,KO/TKO,2,1:09
win,Chad Mendes,17,0,0,0,Featherweight,KO/TKO,1,2:52
win,Cat Zingano,33,6,0,2,Women's Bantamweight,U-DEC,3,5:00
win,Alejandro Perez,53,0,0,0,Bantamweight,U-DEC,3,5:00
win,Alexander Volkanovski,100,2,3,0,Featherweight,U-DEC,3,5:00
win,Said Nurmagomedov,65,1,0,0,Flyweight,S-DEC,3,5:00
win,Raoni Barcelos,82,3,0,1,Featherweight,KO/TKO,3,1:29
win,Liz Carmouche,53,3,0,5,Women's Flyweight,U-DEC,3,5:00
win,Mark De La Rosa,25,2,1,1,Flyweight,SUB,2,2:00
win,Jessica Aguilar,128,0,0,0,Women's Strawweight,U-DEC,3,5:00
win,Daniel Cormier,25,0,0,0,Heavyweight,KO/TKO,1,4:33
win,Derrick Lewis,20,0,0,0,Heavyweight,U-DEC,3,5:00
win,Mike Perry,62,2,0,0,Welterweight,S-DEC,3,5:00
win,Anthony Pettis,9,0,2,0,Lightweight,SUB,2,0:52
win,Khalil Rountree Jr.,9,0,0,0,Light Heavyweight,KO/TKO,1,1:36
win,Paulo Costa,75,0,0,0,Middleweight,KO/TKO,2,2:38
win,Raphael Assuncao,54,2,0,4,Bantamweight,U-DEC,3,5:00
win,Drakkar Klose,55,1,0,0,Lightweight,U-DEC,3,5:00
win,Curtis Millender,38,1,0,0,Welterweight,U-DEC,3,5:00
win,Dan Hooker,22,0,1,0,Lightweight,KO/TKO,1,2:28
win,Emily Whitmire,53,1,0,1,Women's Strawweight,U-DEC,3,5:00
win,Israel Adesanya,119,0,1,2,Middleweight,U-DEC,5,5:00
win,Michael Trizano,42,0,1,2,Lightweight,S-DEC,3,5:00
win,Brad Katona,71,2,0,3,Featherweight,U-DEC,3,5:00
win,Alex Caceres,82,0,0,1,Featherweight,S-DEC,3,5:00
win,Roxanne Modafferi,51,1,0,4,Women's Flyweight,KO/TKO,2,3:32
win,Alessio Di Chirico,50,4,0,2,Middleweight,S-DEC,3,5:00
win,Montana De La Rosa,56,0,1,2,Women's Flyweight,SUB,3,4:21
win,Luis Pena,8,1,1,1,Lightweight,SUB,1,3:32
win,John Gunther,27,8,0,3,Lightweight,M-DEC,3,5:00
win,Bryce Mitchell,38,3,1,0,Featherweight,M-DEC,3,5:00
win,Steven Peterson,74,2,1,2,Featherweight,S-DEC,3,5:00
win,Gerald Meerschaert,51,3,2,3,Middleweight,SUB,2,4:55
win,Leon Edwards,84,0,0,0,Welterweight,U-DEC,5,5:00
win,Ovince Saint Preux,7,0,1,0,Light Heavyweight,SUB,1,2:54
win,Jessica Eye,67,1,0,2,Women's Flyweight,U-DEC,3,5:00
win,Jingliang Li,96,0,0,0,Welterweight,U-DEC,3,5:00
win,Petr Yan,25,0,0,1,Bantamweight,KO/TKO,1,3:28
win,Song Yadong,39,1,1,3,Bantamweight,KO/TKO,2,4:59
win,Shane Young,104,1,0,1,Featherweight,KO/TKO,2,4:40
win,Kenan Song,32,0,0,0,Welterweight,KO/TKO,2,4:45
win,Jake Matthews,12,1,1,2,Welterweight,SUB,1,2:44
win,Yan Xiaonan,71,0,0,0,Women's Strawweight,U-DEC,3,5:00
win,Matt Schnell,71,0,0,0,Flyweight,S-DEC,3,5:00
win,Ulka Sasaki,25,5,1,9,Flyweight,SUB,2,4:04
win,Ji Yeon Kim,73,0,0,0,Women's Flyweight,S-DEC,3,5:00
win,Robert Whittaker,128,0,0,0,Middleweight,S-DEC,5,5:00
win,Colby Covington,99,7,0,2,Welterweight,U-DEC,5,5:00
win,Holly Holm,47,4,1,9,Women's Featherweight,U-DEC,3,5:00
win,Tai Tuivasa,54,0,0,1,Heavyweight,U-DEC,3,5:00
win,Mike Jackson,64,1,0,1,Welterweight,U-DEC,3,5:00
win,Curtis Blaydes,37,4,0,6,Heavyweight,KO/TKO,3,2:56
win,Claudia Gadelha,26,4,1,6,Women's Strawweight,S-DEC,3,5:00
win,Mirsad Bektic,31,2,0,1,Featherweight,S-DEC,3,5:00
win,Chris de la Rocha,40,3,2,5,Heavyweight,KO/TKO,2,3:53
win,Anthony Smith,6,0,0,0,Light Heavyweight,KO/TKO,1,0:53
win,Sergio Pettis,74,0,0,0,Flyweight,S-DEC,3,5:00
win,Charles Oliveira,14,0,1,0,Lightweight,SUB,1,2:18
win,Dan Ige,25,1,0,2,Featherweight,KO/TKO,1,0:50
win,Marlon Moraes,7,0,0,0,Bantamweight,KO/TKO,1,0:33
win,Gregor Gillespie,13,7,2,7,Lightweight,SUB,2,4:06
win,Walt Harris,29,0,0,0,Heavyweight,KO/TKO,2,4:59
win,Ben Saunders,10,0,0,0,Welterweight,KO/TKO,1,1:56
win,Julio Arce,63,0,1,1,Featherweight,SUB,3,2:55
win,Sam Alvey,53,0,0,0,Light Heavyweight,S-DEC,3,5:00
win,Sijara Eubanks,75,2,0,2,Women's Flyweight,U-DEC,3,5:00
win,David Teymur,67,0,0,0,Lightweight,U-DEC,3,5:00
win,Belal Muhammad,70,3,1,1,Welterweight,U-DEC,3,5:00
win,Desmond Green,77,0,0,0,Lightweight,U-DEC,3,5:00
win,Nathaniel Wood,33,0,1,1,Bantamweight,SUB,2,2:18
win,Jose Torres,22,1,0,0,Flyweight,KO/TKO,2,2:55
win,Darren Till,38,0,0,0,Welterweight,U-DEC,5,5:00
win,Neil Magny,18,0,0,1,Welterweight,KO/TKO,1,4:32
win,Arnold Allen,29,0,1,0,Featherweight,SUB,3,2:41
win,Makwan Amirkhani,27,3,0,2,Featherweight,S-DEC,3,5:00
win,Claudio Silva,18,1,1,4,Welterweight,SUB,1,4:31
win,Darren Stewart,34,0,0,0,Middleweight,KO/TKO,2,1:47
win,Tom Breese,23,0,0,0,Middleweight,KO/TKO,1,3:33
win,Lina Lansberg,40,1,0,0,Women's Bantamweight,U-DEC,3,5:00
win,Carlo Pedersoli,67,3,0,1,Welterweight,S-DEC,3,5:00
win,Gillian Robertson,17,2,1,6,Women's Flyweight,SUB,2,2:05
win,Elias Theodorou,77,0,0,0,Middleweight,U-DEC,3,5:00
win,Kamaru Usman,66,0,0,0,Welterweight,U-DEC,5,5:00
win,Tatiana Suarez,2,2,1,4,Women's Strawweight,SUB,1,2:44
win,Dominick Reyes,20,0,0,0,Light Heavyweight,KO/TKO,1,2:55
win,Guido Cannetti,25,1,1,4,Bantamweight,U-DEC,3,5:00
win,Andrea Lee,56,3,2,8,Women's Flyweight,U-DEC,3,5:00
win,Vicente Luque,14,0,0,0,Welterweight,KO/TKO,1,4:16
win,Michel Prazeres,30,3,0,3,Welterweight,S-DEC,3,5:00
win,Alexandre Pantoja,79,0,0,2,Flyweight,U-DEC,3,5:00
win,Poliana Botelho,9,0,0,0,Women's Strawweight,KO/TKO,1,0:33
win,Gabriel Benitez,9,1,0,0,Featherweight,KO/TKO,1,0:39
win,Enrique Barzola,51,10,1,5,Featherweight,U-DEC,3,5:00
win,Frankie Saenz,66,4,0,2,Bantamweight,U-DEC,3,5:00
win,Claudio Puelles,16,2,1,0,Lightweight,SUB,3,2:23
win,Amanda Nunes,124,3,0,2,Women's Bantamweight,KO/TKO,5,2:36
win,Kelvin Gastelum,53,0,0,0,Middleweight,S-DEC,3,5:00
win,Mackenzie Dern,15,0,1,3,Women's Strawweight,SUB,1,2:27
win,John Lineker,102,0,1,0,Bantamweight,KO/TKO,3,3:43
win,Lyoto Machida,11,0,0,0,Middleweight,KO/TKO,2,1:00
win,Cezar Ferreira,5,2,1,3,Middleweight,SUB,1,4:45
win,Aleksei Oleinik,10,0,1,0,Heavyweight,SUB,1,1:45
win,Davi Ramos,6,1,1,2,Lightweight,SUB,1,4:15
win,Elizeu Zaleski dos Santos,15,0,0,0,Welterweight,KO/TKO,1,3:40
win,Warlley Alves,29,0,0,0,Welterweight,KO/TKO,2,5:00
win,Jack Hermansson,35,3,1,1,Middleweight,KO/TKO,3,2:10
win,Ramazan Emeev,39,3,0,0,Welterweight,U-DEC,3,5:00
win,Markus Perez,4,1,2,4,Middleweight,SUB,1,4:28
win,Kevin Lee,142,4,0,11,Lightweight,KO/TKO,5,2:18
win,Frankie Edgar,58,0,0,0,Featherweight,U-DEC,3,5:00
win,Justin Willis,76,1,0,1,Heavyweight,U-DEC,3,5:00
win,David Branch,5,0,0,1,Middleweight,KO/TKO,1,2:30
win,Aljamain Sterling,89,3,0,2,Bantamweight,U-DEC,3,5:00
win,Dan Hooker,24,0,0,0,Lightweight,KO/TKO,1,3:00
win,Ryan LaFlare,24,1,0,1,Welterweight,U-DEC,3,5:00
win,Ricky Simon,34,2,1,2,Bantamweight,KO/TKO,3,5:00
win,Siyar Bahadurzada,33,1,0,0,Welterweight,KO/TKO,2,2:40
win,Corey Anderson,64,12,0,6,Light Heavyweight,U-DEC,3,5:00
win,Anthony Rocco Martin,56,0,2,1,Welterweight,U-DEC,3,5:00
win,Dustin Poirier,174,0,0,0,Lightweight,KO/TKO,4,0:33
win,Alex Oliveira,9,3,1,4,Welterweight,SUB,2,3:17
win,Israel Adesanya,57,0,0,0,Middleweight,S-DEC,3,5:00
win,Michelle Waterson,61,3,0,0,Women's Strawweight,S-DEC,3,5:00
win,Antonio Carlos Junior,31,1,1,1,Middleweight,SUB,1,4:28
win,Muslim Salikhov,25,0,0,0,Welterweight,KO/TKO,2,4:12
win,John Moraga,46,0,1,1,Flyweight,U-DEC,3,5:00
win,Brad Tavares,46,0,0,0,Middleweight,KO/TKO,3,2:16
win,Gilbert Burns,31,2,0,2,Lightweight,KO/TKO,2,0:59
win,Lauren Mueller,58,2,0,1,Women's Flyweight,U-DEC,3,5:00
win,Yushin Okami,15,6,0,6,Welterweight,U-DEC,3,5:00
win,Adam Wieczorek,13,0,1,0,Heavyweight,SUB,2,1:59
win,Alejandro Perez,44,0,0,0,Bantamweight,KO/TKO,2,3:42
win,Luke Sanders,59,0,0,0,Bantamweight,U-DEC,3,5:00
win,Khabib Nurmagomedov,134,6,1,7,Lightweight,U-DEC,5,5:00
win,Rose Namajunas,105,1,0,0,Women's Strawweight,U-DEC,5,5:00
win,Renato Moicano,116,0,0,0,Featherweight,U-DEC,3,5:00
win,Zabit Magomedsharipov,97,5,0,1,Featherweight,U-DEC,3,5:00
win,Chris Gruetzemacher,128,0,0,0,Lightweight,KO/TKO,2,5:00
win,Karolina Kowalkiewicz,126,0,0,1,Women's Strawweight,S-DEC,3,5:00
win,Olivier Aubin-Mercier,13,0,0,0,Lightweight,KO/TKO,1,0:53
win,Ashlee Evans-Smith,116,1,0,0,Women's Flyweight,U-DEC,3,5:00
win,Devin Clark,50,7,0,2,Light Heavyweight,U-DEC,3,5:00
win,Alexander Volkov,48,2,0,0,Heavyweight,KO/TKO,4,1:38
