Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
G,Brooks Koepka (12605126),Brooks Koepka,12605126,G,11400,AT&T Byron Nelson,Golf,79.3
G,Hideki Matsuyama (12605127),Hideki Matsuyama,12605127,G,11000,AT&T Byron Nelson,Golf,75.58
G,Jordan Spieth (12605128),Jordan Spieth,12605128,G,10800,AT&T Byron Nelson,Golf,60.04
G,Henrik Stenson (12605129),Henrik Stenson,12605129,G,10300,AT&T Byron Nelson,Golf,53.25
G,Marc Leishman (12605130),Marc Leishman,12605130,G,10000,AT&T Byron Nelson,Golf,83.96
G,Patrick Reed (12605131),Patrick Reed,12605131,G,9800,AT&T Byron Nelson,Golf,70.71
G,Sungjae Im (12605132),Sungjae Im,12605132,G,9600,AT&T Byron Nelson,Golf,69.32
G,Aaron Wise (12605133),Aaron Wise,12605133,G,9400,AT&T Byron Nelson,Golf,64.68
G,Branden Grace (12605134),Branden Grace,12605134,G,9200,AT&T Byron Nelson,Golf,62.17
G,Keith Mitchell (12605135),Keith Mitchell,12605135,G,9100,AT&T Byron Nelson,Golf,67.33
G,Rory Sabbatini (12605136),Rory Sabbatini,12605136,G,9000,AT&T Byron Nelson,Golf,64.93
G,Kevin Na (12605137),Kevin Na,12605137,G,8900,AT&T Byron Nelson,Golf,59.32
G,Ryan Moore (12605138),Ryan Moore,12605138,G,8800,AT&T Byron Nelson,Golf,63.46
G,Lucas Bjerregaard (12605139),Lucas Bjerregaard,12605139,G,8700,AT&T Byron Nelson,Golf,61.39
G,Rafa Cabrera Bello (12605140),Rafa Cabrera Bello,12605140,G,8600,AT&T Byron Nelson,Golf,73.14
G,Charles Howell III (12605141),Charles Howell III,12605141,G,8500,AT&T Byron Nelson,Golf,75.93
G,Scott Piercy (12605142),Scott Piercy,12605142,G,8400,AT&T Byron Nelson,Golf,75.86
G,Thomas Pieters (12605143),Thomas Pieters,12605143,G,8300,AT&T Byron Nelson,Golf,73.44
G,Alex Noren (12605144),Alex Noren,12605144,G,8200,AT&T Byron Nelson,Golf,55.85
G,Thorbjorn Olesen (12605145),Thorbjorn Olesen,12605145,G,8100,AT&T Byron Nelson,Golf,59
G,Russell Knox (12605146),Russell Knox,12605146,G,8000,AT&T Byron Nelson,Golf,63.92
G,Ryan Palmer (12605147),Ryan Palmer,12605147,G,8000,AT&T Byron Nelson,Golf,68.73
G,C.T. Pan (12605148),C.T. Pan,12605148,G,7900,AT&T Byron Nelson,Golf,60.43
G,Scottie Scheffler (12605149),Scottie Scheffler,12605149,G,7900,AT&T Byron Nelson,Golf,76.25
G,J.J. Spaun (12605150),J.J. Spaun,12605150,G,7800,AT&T Byron Nelson,Golf,59.27
G,Justin Harding (12605151),Justin Harding,12605151,G,7800,AT&T Byron Nelson,Golf,74
G,Jimmy Walker (12605152),Jimmy Walker,12605152,G,7700,AT&T Byron Nelson,Golf,55.88
G,Seamus Power (12605153),Seamus Power,12605153,G,7700,AT&T Byron Nelson,Golf,43.26
G,Pat Perez (12605154),Pat Perez,12605154,G,7700,AT&T Byron Nelson,Golf,59.41
G,Trey Mullinax (12605155),Trey Mullinax,12605155,G,7600,AT&T Byron Nelson,Golf,58.5
G,Abraham Ancer (12605156),Abraham Ancer,12605156,G,7600,AT&T Byron Nelson,Golf,66.93
G,Kevin Tway (12605157),Kevin Tway,12605157,G,7600,AT&T Byron Nelson,Golf,53.14
G,Kyoung-Hoon Lee (12605158),Kyoung-Hoon Lee,12605158,G,7500,AT&T Byron Nelson,Golf,53.64
G,Daniel Berger (12605159),Daniel Berger,12605159,G,7500,AT&T Byron Nelson,Golf,54.95
G,Dylan Frittelli (12605160),Dylan Frittelli,12605160,G,7500,AT&T Byron Nelson,Golf,64.07
G,Matt Jones (12605161),Matt Jones,12605161,G,7500,AT&T Byron Nelson,Golf,60.63
G,Bud Cauley (12605162),Bud Cauley,12605162,G,7400,AT&T Byron Nelson,Golf,58.43
G,Kiradech Aphibarnrat (12605163),Kiradech Aphibarnrat,12605163,G,7400,AT&T Byron Nelson,Golf,53.23
G,Brian Stuard (12605164),Brian Stuard,12605164,G,7400,AT&T Byron Nelson,Golf,57.33
G,Austin Cook (12605165),Austin Cook,12605165,G,7400,AT&T Byron Nelson,Golf,49.79
G,Nick Watney (12605166),Nick Watney,12605166,G,7400,AT&T Byron Nelson,Golf,59.53
G,Aaron Baddeley (12605167),Aaron Baddeley,12605167,G,7300,AT&T Byron Nelson,Golf,63.69
G,Wyndham Clark (12605168),Wyndham Clark,12605168,G,7300,AT&T Byron Nelson,Golf,61.66
G,Sung Kang (12605169),Sung Kang,12605169,G,7300,AT&T Byron Nelson,Golf,60.5
G,Russell Henley (12605170),Russell Henley,12605170,G,7300,AT&T Byron Nelson,Golf,47.43
G,J.T. Poston (12605171),J.T. Poston,12605171,G,7300,AT&T Byron Nelson,Golf,64.85
G,Brian Gay (12605172),Brian Gay,12605172,G,7300,AT&T Byron Nelson,Golf,65.69
G,Ollie Schniederjans (12605173),Ollie Schniederjans,12605173,G,7200,AT&T Byron Nelson,Golf,48.31
G,Andrew Landry (12605174),Andrew Landry,12605174,G,7200,AT&T Byron Nelson,Golf,50.1
G,Michael Thompson (12605175),Michael Thompson,12605175,G,7200,AT&T Byron Nelson,Golf,63.15
G,Brian Harman (12605176),Brian Harman,12605176,G,7200,AT&T Byron Nelson,Golf,45.84
G,Sam Burns (12605177),Sam Burns,12605177,G,7200,AT&T Byron Nelson,Golf,54.68
G,Martin Laird (12605178),Martin Laird,12605178,G,7200,AT&T Byron Nelson,Golf,55.39
G,Bill Haas (12605179),Bill Haas,12605179,G,7100,AT&T Byron Nelson,Golf,50.54
G,Vaughn Taylor (12605180),Vaughn Taylor,12605180,G,7100,AT&T Byron Nelson,Golf,57.41
G,Troy Merritt (12605181),Troy Merritt,12605181,G,7100,AT&T Byron Nelson,Golf,70.17
G,Brendon Todd (12605182),Brendon Todd,12605182,G,7100,AT&T Byron Nelson,Golf,68.2
G,Beau Hossler (12605183),Beau Hossler,12605183,G,7100,AT&T Byron Nelson,Golf,56.12
G,Denny McCarthy (12605184),Denny McCarthy,12605184,G,7100,AT&T Byron Nelson,Golf,56.09
G,Scott Stallings (12605185),Scott Stallings,12605185,G,7100,AT&T Byron Nelson,Golf,57.43
G,Peter Malnati (12605186),Peter Malnati,12605186,G,7000,AT&T Byron Nelson,Golf,54.5
G,Shawn Stefani (12605187),Shawn Stefani,12605187,G,7000,AT&T Byron Nelson,Golf,50.2
G,Nick Taylor (12605188),Nick Taylor,12605188,G,7000,AT&T Byron Nelson,Golf,62.62
G,Luke Donald (12605189),Luke Donald,12605189,G,7000,AT&T Byron Nelson,Golf,47.12
G,Mackenzie Hughes (12605190),Mackenzie Hughes,12605190,G,7000,AT&T Byron Nelson,Golf,47.63
G,Ryan Blaum (12605191),Ryan Blaum,12605191,G,7000,AT&T Byron Nelson,Golf,54.67
G,Kramer Hickok (12605192),Kramer Hickok,12605192,G,7000,AT&T Byron Nelson,Golf,51.62
G,Adam Schenk (12605193),Adam Schenk,12605193,G,7000,AT&T Byron Nelson,Golf,64.63
G,Padraig Harrington (12605194),Padraig Harrington,12605194,G,6900,AT&T Byron Nelson,Golf,44.88
G,Billy Hurley (12605195),Billy Hurley,12605195,G,6900,AT&T Byron Nelson,Golf,43.7
G,Jonas Blixt (12605196),Jonas Blixt,12605196,G,6900,AT&T Byron Nelson,Golf,54.59
G,D.J. Trahan (12605197),D.J. Trahan,12605197,G,6900,AT&T Byron Nelson,Golf,66.06
G,Alex Prugh (12605198),Alex Prugh,12605198,G,6900,AT&T Byron Nelson,Golf,48.03
G,Curtis Luck (12605199),Curtis Luck,12605199,G,6900,AT&T Byron Nelson,Golf,44.17
G,Sam Saunders (12605200),Sam Saunders,12605200,G,6900,AT&T Byron Nelson,Golf,47.25
G,Harris English (12605201),Harris English,12605201,G,6900,AT&T Byron Nelson,Golf,57.19
G,Chris Stroud (12605202),Chris Stroud,12605202,G,6800,AT&T Byron Nelson,Golf,47.9
G,Cameron Tringale (12605203),Cameron Tringale,12605203,G,6800,AT&T Byron Nelson,Golf,54.54
G,Julian Etulain (12605204),Julian Etulain,12605204,G,6800,AT&T Byron Nelson,Golf,56.61
G,Roberto Castro (12605205),Roberto Castro,12605205,G,6800,AT&T Byron Nelson,Golf,59.71
G,David Lingmerth (12605206),David Lingmerth,12605206,G,6800,AT&T Byron Nelson,Golf,36.3
G,Johnson Wagner (12605207),Johnson Wagner,12605207,G,6800,AT&T Byron Nelson,Golf,59.59
G,Cody Gribble (12605208),Cody Gribble,12605208,G,6800,AT&T Byron Nelson,Golf,42.4
G,Peter Uihlein (12605209),Peter Uihlein,12605209,G,6800,AT&T Byron Nelson,Golf,46.94
G,Ernie Els (12605210),Ernie Els,12605210,G,6700,AT&T Byron Nelson,Golf,60.38
G,Ben Crane (12605211),Ben Crane,12605211,G,6700,AT&T Byron Nelson,Golf,47
G,Matt Every (12605212),Matt Every,12605212,G,6700,AT&T Byron Nelson,Golf,58.21
G,Brandon Harkins (12605213),Brandon Harkins,12605213,G,6700,AT&T Byron Nelson,Golf,52.47
G,Cameron Davis (12605214),Cameron Davis,12605214,G,6700,AT&T Byron Nelson,Golf,49.69
G,Hank Lebioda (12605215),Hank Lebioda,12605215,G,6700,AT&T Byron Nelson,Golf,61.04
G,Fabian Gomez (12605216),Fabian Gomez,12605216,G,6700,AT&T Byron Nelson,Golf,52.96
G,David Hearn (12605217),David Hearn,12605217,G,6700,AT&T Byron Nelson,Golf,47.96
G,Dominic Bozzelli (12605218),Dominic Bozzelli,12605218,G,6600,AT&T Byron Nelson,Golf,61.96
G,Chase Wright (12605219),Chase Wright,12605219,G,6600,AT&T Byron Nelson,Golf,47.94
G,Carlos Ortiz (12605220),Carlos Ortiz,12605220,G,6600,AT&T Byron Nelson,Golf,49.94
G,Anirban Lahiri (12605221),Anirban Lahiri,12605221,G,6600,AT&T Byron Nelson,Golf,46.43
G,George McNeill (12605222),George McNeill,12605222,G,6600,AT&T Byron Nelson,Golf,41.5
G,Jim Knous (12605223),Jim Knous,12605223,G,6600,AT&T Byron Nelson,Golf,52.57
G,Roberto Diaz (12605224),Roberto Diaz,12605224,G,6600,AT&T Byron Nelson,Golf,50.19
G,Robert Streb (12605225),Robert Streb,12605225,G,6600,AT&T Byron Nelson,Golf,46.09
G,Kelly Kraft (12605226),Kelly Kraft,12605226,G,6500,AT&T Byron Nelson,Golf,49.18
G,Josh Teater (12605227),Josh Teater,12605227,G,6500,AT&T Byron Nelson,Golf,44.12
G,Martin Trainer (12605228),Martin Trainer,12605228,G,6500,AT&T Byron Nelson,Golf,48.8
G,Derek Fathauer (12605229),Derek Fathauer,12605229,G,6500,AT&T Byron Nelson,Golf,49.21
G,Colt Knost (12605230),Colt Knost,12605230,G,6500,AT&T Byron Nelson,Golf,34.12
G,Doug Ghim (12605231),Doug Ghim,12605231,G,6500,AT&T Byron Nelson,Golf,56.75
G,Andres Romero (12605232),Andres Romero,12605232,G,6500,AT&T Byron Nelson,Golf,46.64
G,Hudson Swafford (12605233),Hudson Swafford,12605233,G,6500,AT&T Byron Nelson,Golf,56.53
G,Chad Campbell (12605234),Chad Campbell,12605234,G,6400,AT&T Byron Nelson,Golf,38.58
G,Jose de Jesus Rodriguez (12605235),Jose de Jesus Rodriguez,12605235,G,6400,AT&T Byron Nelson,Golf,47.53
G,Sang-Moon Bae (12605236),Sang-Moon Bae,12605236,G,6400,AT&T Byron Nelson,Golf,40.35
G,Stephan Jaeger (12605237),Stephan Jaeger,12605237,G,6400,AT&T Byron Nelson,Golf,46.31
G,Whee Kim (12605238),Whee Kim,12605238,G,6400,AT&T Byron Nelson,Golf,44.16
G,Ricky Barnes (12605239),Ricky Barnes,12605239,G,6400,AT&T Byron Nelson,Golf,34.67
G,Anders Albertson (12605240),Anders Albertson,12605240,G,6400,AT&T Byron Nelson,Golf,46.73
G,Jonathan Byrd (12605241),Jonathan Byrd,12605241,G,6400,AT&T Byron Nelson,Golf,64.25
G,Tyler Duncan (12605242),Tyler Duncan,12605242,G,6300,AT&T Byron Nelson,Golf,44.08
G,Tom Hoge (12605243),Tom Hoge,12605243,G,6300,AT&T Byron Nelson,Golf,41.45
G,Wes Roach (12605244),Wes Roach,12605244,G,6300,AT&T Byron Nelson,Golf,49.86
G,Tyrone Van Aswegen (12605245),Tyrone Van Aswegen,12605245,G,6300,AT&T Byron Nelson,Golf,38.38
G,Michael Kim (12605246),Michael Kim,12605246,G,6300,AT&T Byron Nelson,Golf,34.53
G,Sebastian Munoz (12605247),Sebastian Munoz,12605247,G,6300,AT&T Byron Nelson,Golf,53.33
G,Nate Lashley (12605248),Nate Lashley,12605248,G,6300,AT&T Byron Nelson,Golf,63.78
G,Seth Reeves (12605249),Seth Reeves,12605249,G,6300,AT&T Byron Nelson,Golf,49.4
G,John Senden (12610565),John Senden,12610565,G,6300,AT&T Byron Nelson,Golf,44.33
G,Tom Lovelady (12605250),Tom Lovelady,12605250,G,6200,AT&T Byron Nelson,Golf,50.5
G,Alvaro Ortiz (12605251),Alvaro Ortiz,12605251,G,6200,AT&T Byron Nelson,Golf,46
G,Nicholas Lindheim (12605252),Nicholas Lindheim,12605252,G,6200,AT&T Byron Nelson,Golf,40
G,J.J. Henry (12605253),J.J. Henry,12605253,G,6200,AT&T Byron Nelson,Golf,38.09
G,Roger Sloan (12605254),Roger Sloan,12605254,G,6200,AT&T Byron Nelson,Golf,51.97
G,Will MacKenzie (12605255),Will MacKenzie,12605255,G,6200,AT&T Byron Nelson,Golf,32.75
G,Sepp Straka (12605256),Sepp Straka,12605256,G,6200,AT&T Byron Nelson,Golf,48.62
G,Ben Silverman (12605257),Ben Silverman,12605257,G,6200,AT&T Byron Nelson,Golf,49.89
G,Adam Svensson (12605258),Adam Svensson,12605258,G,6200,AT&T Byron Nelson,Golf,49.93
G,Zack Fischer (12610568),Zack Fischer,12610568,G,6200,AT&T Byron Nelson,Golf,85.5
G,Joey Garber (12605259),Joey Garber,12605259,G,6100,AT&T Byron Nelson,Golf,36.88
G,Will Claxton (12605260),Will Claxton,12605260,G,6100,AT&T Byron Nelson,Golf,0
G,Brandon Hagy (12605261),Brandon Hagy,12605261,G,6100,AT&T Byron Nelson,Golf,34.05
G,Fredrik Jacobson (12605262),Fredrik Jacobson,12605262,G,6100,AT&T Byron Nelson,Golf,38.42
G,Brady Schnell (12605263),Brady Schnell,12605263,G,6100,AT&T Byron Nelson,Golf,39.75
G,John Chin (12605264),John Chin,12605264,G,6100,AT&T Byron Nelson,Golf,43.79
G,Kyle Jones (12605265),Kyle Jones,12605265,G,6100,AT&T Byron Nelson,Golf,38.53
G,Zack Sucher (12605266),Zack Sucher,12605266,G,6100,AT&T Byron Nelson,Golf,60
G,Morgan Hoffmann (12605267),Morgan Hoffmann,12605267,G,6100,AT&T Byron Nelson,Golf,33.79
