Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
G,Dustin Johnson (12134784),Dustin Johnson,12134784,G,10600,WGC-Mexico Championship,Golf,87.86
G,Rory McIlroy (12134785),Rory McIlroy,12134785,G,10300,WGC-Mexico Championship,Golf,88.5
G,Justin Thomas (12134786),Justin Thomas,12134786,G,10000,WGC-Mexico Championship,Golf,102.36
G,Tiger Woods (12134787),Tiger Woods,12134787,G,9800,WGC-Mexico Championship,Golf,82
G,Tommy Fleetwood (12134788),Tommy Fleetwood,12134788,G,9700,WGC-Mexico Championship,Golf,74.5
G,Matt Kuchar (12134789),Matt Kuchar,12134789,G,9600,WGC-Mexico Championship,Golf,96.29
G,Sergio Garcia (12134790),Sergio Garcia,12134790,G,9500,WGC-Mexico Championship,Golf,79
G,Xander Schauffele (12134791),Xander Schauffele,12134791,G,9400,WGC-Mexico Championship,Golf,96.94
G,Jon Rahm (12134792),Jon Rahm,12134792,G,9300,WGC-Mexico Championship,Golf,96
G,Ian Poulter (12134793),Ian Poulter,12134793,G,9200,WGC-Mexico Championship,Golf,86.21
G,Cameron Smith (12134794),Cameron Smith,12134794,G,9100,WGC-Mexico Championship,Golf,86.56
G,Rickie Fowler (12134795),Rickie Fowler,12134795,G,9000,WGC-Mexico Championship,Golf,104.4
G,Bryson DeChambeau (12134796),Bryson DeChambeau,12134796,G,8900,WGC-Mexico Championship,Golf,108.71
G,Gary Woodland (12134797),Gary Woodland,12134797,G,8800,WGC-Mexico Championship,Golf,97.89
G,Charles Howell (12134798),Charles Howell,12134798,G,8700,WGC-Mexico Championship,Golf,88.17
G,Tyrrell Hatton (12134799),Tyrrell Hatton,12134799,G,8600,WGC-Mexico Championship,Golf,62.08
G,Hideki Matsuyama (12134800),Hideki Matsuyama,12134800,G,8500,WGC-Mexico Championship,Golf,78.79
G,Patrick Cantlay (12134801),Patrick Cantlay,12134801,G,8400,WGC-Mexico Championship,Golf,87.86
G,Bubba Watson (12134802),Bubba Watson,12134802,G,8300,WGC-Mexico Championship,Golf,71.5
G,Phil Mickelson (12134803),Phil Mickelson,12134803,G,8200,WGC-Mexico Championship,Golf,91.3
G,Francesco Molinari (12134804),Francesco Molinari,12134804,G,8100,WGC-Mexico Championship,Golf,53.25
G,Louis Oosthuizen (12134805),Louis Oosthuizen,12134805,G,8000,WGC-Mexico Championship,Golf,89.58
G,Kiradech Aphibarnrat (12134806),Kiradech Aphibarnrat,12134806,G,7900,WGC-Mexico Championship,Golf,52.5
G,Brooks Koepka (12134807),Brooks Koepka,12134807,G,7800,WGC-Mexico Championship,Golf,82.7
G,Tony Finau (12134808),Tony Finau,12134808,G,7700,WGC-Mexico Championship,Golf,83.31
G,Jordan Spieth (12134809),Jordan Spieth,12134809,G,7600,WGC-Mexico Championship,Golf,58.83
G,Patrick Reed (12134810),Patrick Reed,12134810,G,7500,WGC-Mexico Championship,Golf,77.44
G,Branden Grace (12134811),Branden Grace,12134811,G,7500,WGC-Mexico Championship,Golf,68.2
G,David Lipsky (12134812),David Lipsky,12134812,G,7400,WGC-Mexico Championship,Golf,60.29
G,Kevin Kisner (12134813),Kevin Kisner,12134813,G,7400,WGC-Mexico Championship,Golf,69.08
G,Richard Sterne (12134814),Richard Sterne,12134814,G,7300,WGC-Mexico Championship,Golf,58.42
G,Joost Luiten (12134815),Joost Luiten,12134815,G,7300,WGC-Mexico Championship,Golf,80.33
