RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,PAR 5 BIRDIES OR BETTER,PAR 5 HOLES
115,T100,Jimmy Walker,31,45.19,47,104
116,129,Brice Garnett,37,45.08,55,122
117,133,Pat Perez,33,45.00,54,120
118,126,Adam Svensson,35,44.92,53,118
119,T174,Tyrrell Hatton,22,44.87,35,78
T120,T123,Sam Burns,35,44.83,52,116
T120,90,Martin Laird,32,44.83,52,116
122,128,Tyler Duncan,41,44.78,60,134
T123,139,Jhonattan Vegas,34,44.74,51,114
T123,T112,Johnson Wagner,33,44.74,51,114
125,T102,Bronson Burgoon,27,44.57,41,92
T126,T57,Zach Johnson,24,44.44,32,72
T126,131,Carlos Ortiz,38,44.44,56,126
T126,T136,Ollie Schniederjans,38,44.44,56,126
129,152,Hunter Mahan,36,44.35,55,124
130,127,Phil Mickelson,24,44.19,38,86
T131,T134,John Chin,28,44.12,45,102
T131,T134,Kyoung-Hoon Lee,40,44.12,60,136
133,T136,Roberto Castro,34,44.07,52,118
134,163,Kyle Stanley,30,44.00,44,100
135,138,Andrew Putnam,32,43.97,51,116
136,118,Ernie Els,30,43.88,43,98
T137,T123,Scott Brown,40,43.75,56,128
T137,T97,Robert Streb,38,43.75,56,128
139,140,Sepp Straka,26,43.62,41,94
140,132,Jason Kokrak,36,43.55,54,124
141,144,Martin Piller,20,43.24,32,74
142,T145,JosÃ© de JesÃºs RodrÃ­guez,35,43.22,51,118
143,147,Branden Grace,28,43.14,44,102
144,148,John Catlin,19,43.06,31,72
T145,T149,Chad Collins,18,42.86,30,70
T145,T149,Freddie Jacobson,23,42.86,30,70
T145,999,Martin Kaymer,14,42.86,18,42
T145,T142,Kevin Na,28,42.86,42,98
149,154,Vaughn Taylor,38,42.74,53,124
150,153,Kevin Kisner,30,42.71,41,96
151,183,Adam Long,29,42.16,43,102
T152,T145,Abraham Ancer,38,42.06,53,126
T152,T157,Chesson Hadley,36,42.06,53,126
154,155,Doug Ghim,13,42.00,21,50
155,156,Patton Kizzire,35,41.96,47,112
156,T142,Andrew Landry,30,41.84,41,98
157,159,Kramer Hickok,37,41.80,51,122
158,T165,Francesco Molinari,16,41.67,25,60
159,170,Corey Conners,28,41.49,39,94
160,T160,Stewart Cink,25,41.25,33,80
T161,T160,Keegan Bradley,36,41.13,51,124
T161,182,Scott Langley,38,41.13,51,124
163,164,Peter Malnati,31,41.00,41,100
T164,T165,Sangmoon Bae,26,40.91,36,88
T164,T165,Seamus Power,27,40.91,36,88
166,176,Graeme McDowell,29,40.82,40,98
167,169,Sean O'Hair,23,40.79,31,76
168,141,Ryan Armour,40,40.77,53,130
169,171,Jonas Blixt,36,40.68,48,118
170,172,Russell Henley,32,40.63,39,96
171,T210,Matt Wallace,16,40.38,21,52
172,173,Brian Harman,35,40.35,46,114
173,177,Russell Knox,34,40.18,45,112
T174,T178,Chad Campbell,13,40.00,20,50
T174,T174,Billy Horschel,40,40.00,56,140
T174,T178,Peter Uihlein,33,40.00,46,115
177,180,Wes Roach,28,39.80,39,98
178,181,Brian Stuard,44,39.73,58,146
179,168,Chris Stroud,28,39.60,40,101
180,185,Jim Herman,21,39.39,26,66
T181,186,Jason Dufner,31,39.22,40,102
T181,187,Cameron Tringale,28,39.22,40,102
183,184,Anirban Lahiri,29,39.13,36,92
184,T157,Anders Albertson,35,38.98,46,118
185,T188,Alex Cejka,25,38.64,34,88
T186,T188,Charley Hoffman,26,38.54,37,96
T186,190,Josh Teater,27,38.54,37,96
188,191,FabiÃ¡n GÃ³mez,30,38.46,40,104
T189,T192,Jonathan Byrd,23,38.37,33,86
T189,T192,Ben Crane,24,38.37,33,86
191,194,Brandon Hagy,17,38.33,23,60
192,195,Tom Hoge,40,38.24,52,136
193,T197,Chase Wright,36,37.50,42,112
194,199,Ben Silverman,30,37.25,38,102
195,200,John Senden,23,37.21,32,86
196,201,Kyle Jones,33,37.04,40,108
197,202,Alex Noren,20,36.76,25,68
198,T197,J.B. Holmes,31,36.61,41,112
199,T203,Derek Fathauer,16,36.21,21,58
200,999,Matthew Fitzpatrick,15,35.71,20,56
201,207,Whee Kim,41,35.66,51,143
202,T203,Joaquin Niemann,40,35.61,47,132
203,206,Michael Kim,33,35.00,42,120
204,208,Shawn Stefani,31,34.91,37,106
205,205,Louis Oosthuizen,16,34.48,20,58
206,209,Curtis Luck,28,34.00,34,100
207,T210,Brady Schnell,24,33.33,28,84
208,212,Satoshi Kodaira,32,33.02,35,106
209,213,John Huh,33,32.41,35,108
210,214,Tyrone Van Aswegen,16,32.26,20,62
211,215,Chris Thompson,24,32.22,29,90
212,216,Joey Garber,24,32.14,27,84
213,217,Robert Garrigus,20,31.08,23,74
214,218,J.J. Henry,22,30.77,24,78
215,219,David Hearn,25,30.23,26,86
216,220,Ricky Barnes,13,30.00,15,50
217,221,Rod Pampling,22,28.21,22,78
