RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,PAR 4 BIRDIES OR BETTER,PAR 4 HOLES
62,T49,Lucas Glover,54,18.04,94,521
63,64,C.T. Pan,54,18.03,97,538
64,65,Marc Leishman,46,18.02,80,444
65,62,Jonas Blixt,54,17.98,98,545
66,66,Brian Stuard,64,17.97,113,629
67,67,Scott Stallings,53,17.96,90,501
68,T55,Roger Sloan,51,17.94,96,535
69,T68,Roberto Castro,46,17.70,77,435
70,T49,Beau Hossler,52,17.69,95,537
71,71,Curtis Luck,45,17.66,74,419
72,70,Nate Lashley,34,17.63,58,329
T73,52,Matt Every,26,17.62,40,227
T73,T79,Patrick Reed,47,17.62,77,437
T75,T79,Austin Cook,38,17.56,62,353
T75,T79,Graeme McDowell,49,17.56,82,467
77,T91,Jhonattan Vegas,52,17.49,92,526
78,86,Johnson Wagner,39,17.48,68,389
79,88,Nick Taylor,62,17.46,106,607
80,T68,J.T. Poston,64,17.45,111,636
81,76,Kyoung-Hoon Lee,61,17.33,104,600
82,T103,Adam Schenk,68,17.32,120,693
83,108,Bud Cauley,49,17.31,90,520
84,75,Cameron Davis,48,17.26,83,481
85,99,Sam Burns,54,17.25,94,545
86,T91,Troy Merritt,32,17.22,52,302
87,106,Joel Dahmen,68,17.21,116,674
88,77,Michael Thompson,44,17.20,80,465
89,89,Daniel Berger,32,17.16,58,338
90,74,Jim Herman,33,17.14,60,350
T91,T96,Hunter Mahan,45,17.13,80,467
T91,T96,Adam Scott,33,17.13,55,321
T93,98,Patton Kizzire,52,17.11,91,532
T93,90,Cameron Tringale,44,17.11,70,409
95,100,John Chin,34,17.09,60,351
96,93,Martin Laird,48,17.07,78,457
97,112,Sepp Straka,40,17.05,66,387
98,102,Bronson Burgoon,29,16.99,52,306
99,83,Peter Uihlein,51,16.96,86,507
100,87,Kevin Streelman,55,16.94,94,555
101,105,Tommy Fleetwood,39,16.92,56,331
102,85,Luke List,46,16.89,77,456
103,73,Whee Kim,49,16.88,80,474
104,T114,Hideki Matsuyama,47,16.81,78,464
105,109,Brian Gay,64,16.80,107,637
106,T116,Adam Hadwin,54,16.76,88,525
T107,94,Anirban Lahiri,44,16.75,71,424
T107,121,Richy Werenski,57,16.75,97,579
109,111,D.J. Trahan,29,16.73,46,275
T110,113,Russell Knox,51,16.70,77,461
T110,T103,Trey Mullinax,59,16.70,97,581
112,T114,Haotong Li,24,16.67,34,204
T113,101,Peter Malnati,49,16.63,79,475
T113,T116,J.J. Spaun,54,16.63,87,523
115,95,JosÃ© de JesÃºs RodrÃ­guez,45,16.56,78,471
116,119,Matt Wallace,27,16.54,42,254
117,78,Josh Teater,37,16.53,60,363
118,120,Ryan Moore,44,16.52,75,454
119,T116,Anders Albertson,44,16.48,73,443
120,T140,Rory Sabbatini,59,16.46,95,577
121,T146,Jason Dufner,46,16.45,77,468
122,999,Brandon Hagy,23,16.39,39,238
T123,126,Charley Hoffman,48,16.33,73,447
T123,107,Scott Langley,54,16.33,90,551
125,110,Nick Watney,55,16.32,87,533
126,123,Russell Henley,50,16.29,80,491
127,T124,Scott Brown,56,16.27,90,553
128,131,Matthew Fitzpatrick,30,16.25,45,277
T129,122,Ryan Blaum,63,16.24,101,622
T129,T146,Shawn Stefani,49,16.24,76,468
131,127,Carlos Ortiz,50,16.21,82,506
132,135,Brandt Snedeker,56,16.15,88,545
T133,155,Pat Perez,39,16.10,62,385
T133,82,Martin Piller,26,16.10,43,267
135,153,Paul Casey,46,16.09,70,435
136,137,Grayson Murray,36,16.04,60,374
137,139,Andrew Landry,52,16.01,81,506
138,129,FabiÃ¡n GÃ³mez,40,15.99,67,419
139,128,Kelly Kraft,53,15.98,82,513
140,130,Adam Svensson,47,15.92,75,471
141,142,Emiliano Grillo,53,15.91,84,528
142,143,Kramer Hickok,51,15.89,85,535
143,145,Satoshi Kodaira,49,15.84,77,486
144,132,Chris Stroud,46,15.81,68,430
T145,156,Ollie Schniederjans,55,15.74,88,559
T145,149,Brendan Steele,44,15.74,68,432
147,T140,Adam Long,42,15.72,69,439
T148,T151,Brice Garnett,55,15.63,88,563
T148,150,Patrick Rodgers,44,15.63,73,467
150,T133,Ben Silverman,44,15.62,72,461
T151,T133,Ryan Armour,56,15.57,92,591
T151,T165,Jim Knous,49,15.57,73,469
153,138,Tom Hoge,60,15.50,91,587
154,136,Zach Johnson,40,15.49,66,426
155,168,Mackenzie Hughes,48,15.40,71,461
156,172,Harris English,64,15.35,101,658
157,144,Seth Reeves,46,15.33,71,463
158,171,Alex Prugh,49,15.29,72,471
159,148,Robert Streb,52,15.28,77,504
160,159,Kiradech Aphibarnrat,35,15.27,51,334
161,158,Hudson Swafford,53,15.26,83,544
162,160,Francesco Molinari,33,15.19,41,270
163,161,Bubba Watson,41,15.17,54,356
164,154,Rod Pampling,32,15.11,47,311
165,167,Sean O'Hair,23,15.04,37,246
166,170,John Huh,35,15.01,56,373
167,162,SebastiÃ¡n MuÃ±oz,50,14.99,76,507
168,T151,Derek Fathauer,24,14.98,34,227
169,T173,Kevin Na,44,14.95,61,408
170,T165,JuliÃ¡n Etulain,51,14.93,73,489
171,176,Alex Noren,33,14.87,47,316
172,177,Branden Grace,50,14.85,64,431
173,185,Brian Harman,51,14.81,77,520
174,164,Matt Jones,57,14.77,82,555
175,T173,Sung Kang,57,14.73,85,577
176,163,Tyler Duncan,58,14.72,87,591
177,169,Sangmoon Bae,36,14.65,52,355
178,157,Chris Thompson,28,14.63,42,287
T179,T181,Billy Horschel,61,14.61,83,568
T179,T181,Kevin Tway,46,14.61,64,438
181,178,Sam Saunders,49,14.59,75,514
182,179,Denny McCarthy,55,14.55,78,536
183,184,Ben Crane,30,14.47,45,311
184,186,James Hahn,34,14.37,51,355
185,175,Ernie Els,40,14.32,58,405
T186,T187,Chris Kirk,47,14.29,68,476
T186,183,Martin Trainer,44,14.29,65,455
188,190,Davis Love III,29,14.09,41,291
189,197,J.J. Henry,34,14.06,44,313
190,T187,Freddie Jacobson,35,13.96,49,351
191,T195,Roberto DÃ­az,45,13.95,59,423
192,191,Kyle Jones,45,13.91,63,453
T193,203,Max Homa,49,13.88,69,497
T193,193,Michael Kim,43,13.88,59,425
T195,T195,Dylan Frittelli,45,13.71,61,445
T195,208,Cody Gribble,46,13.71,61,445
197,202,Bill Haas,46,13.61,60,441
198,198,Kyle Stanley,49,13.58,63,464
199,200,Seamus Power,51,13.51,67,496
200,192,Stephan Jaeger,51,13.48,67,497
201,T206,John Senden,37,13.45,48,357
202,201,Jimmy Walker,47,13.39,66,493
203,199,Charl Schwartzel,34,13.29,44,331
204,189,Brady Schnell,32,13.21,44,333
205,204,Eddie Pepperell,23,12.98,27,208
206,T206,Henrik Stenson,30,12.95,29,224
207,205,Lucas Bjerregaard,29,12.93,30,232
208,210,Alex Cejka,39,12.53,45,359
209,194,Wes Roach,38,12.47,47,377
210,209,Joey Garber,36,12.39,41,331
211,211,Danny Willett,35,12.29,44,358
212,212,Martin Kaymer,28,11.49,34,296
213,213,D.A. Points,33,8.45,29,343
